frequency;MAG;PHA
213969.1211;-7.212623445;-37.37901715
223278.01;-7.097912705;-40.7240243
232991.8892;-7.001499706;-44.18191801
243128.378;-6.941414605;-47.81115676
253705.8625;-6.876680685;-51.45820045
264743.5285;-6.821840921;-55.31291625
276261.3965;-6.772795481;-59.30351276
288280.3581;-6.754215207;-63.4112469
300822.2137;-6.747308091;-67.70211568
313909.7123;-6.763937604;-72.12528351
327566.5925;-6.791490172;-76.60071338
341817.6255;-6.838121744;-81.49290903
356688.6606;-6.893436034;-86.48165958
372206.6713;-6.992041691;-91.69443401
388399.8049;-7.100319771;-97.45581328
405297.433;-7.320285836;-102.9920771
422930.2052;-7.585111911;-108.4049802
441330.1046;-7.928868377;-113.6424164
460530.5055;-8.299930769;-118.7862778
480566.2345;-8.925716911;-122.9819299
501473.633;-9.074439594;-128.862069
523290.6238;-9.500299136;-133.7957593
546056.7793;-9.913202766;-138.6986404
569813.3936;-10.33342139;-143.6912704
594603.5575;-10.74115402;-148.6649996
620472.2363;-11.16330351;-153.6883081
647466.3515;-11.58193636;-158.5818176
675634.8663;-11.97942577;-163.6450148
705028.8736;-12.37387284;-168.7051891
735701.6895;-12.74239022;-174.0489958
767708.9495;-13.09838846;-179.2733125
801108.7096;-13.42764014;175.2659355
835961.5517;-13.71994044;169.4591975
872330.6931;-13.97113253;163.4514456
910282.1015;-14.1635935;156.9980306
949884.6148;-14.29321196;149.809648
991210.0654;-14.35800722;142.3566921
1034333.411;-14.28822832;133.792808
1079332.871;-13.75036987;123.2730429
1126290.066;-13.02341517;109.5009778
1175290.17;-12.728593;91.09505584
1226422.06;-13.13730225;75.68794535
1279778.482;-13.79497043;63.50477054
1335456.215;-14.50609321;53.31714189
1393556.251;-15.21624244;44.32332029
1454183.973;-15.9308654;36.71745161
1517449.349;-16.72996693;28.75655813
1583467.134;-17.50174086;21.75514574
1652357.073;-18.28558723;15.2026076
1724244.121;-19.09368845;9.040505574
1799258.669;-19.96727662;3.250488726
1877536.782;-20.82415344;-2.392140379
1959220.444;-21.71338087;-7.692158567
2044457.815;-22.68010134;-12.80093527
2133403.503;-23.63175789;-17.73263583
2226218.841;-24.66064781;-22.36697837
2323072.18;-25.73405319;-27.06878064
2424139.197;-26.85977736;-30.71250414
2529603.212;-27.92989614;-35.88895633
2639655.518;-29.08630542;-40.23592512
2754495.734;-30.32815079;-44.6522423
2874332.16;-31.6261746;-49.27625865
2999382.16;-32.89298048;-53.87511278
3129872.556;-34.09401778;-57.97956856
3266040.036;-35.40007857;-63.21906389
3408131.585;-36.7173237;-68.11757721
3556404.935;-38.10775208;-73.78702461
3711129.029;-39.56408883;-79.44961223
3872584.512;-41.26820113;-88.56039567
4041064.238;-42.40533098;-96.76160079
4216873.803;-43.97845012;-106.6356021
4400332.097;-45.19713867;-118.8775907
4591771.882;-46.75015266;-133.9684955
4791540.401;-46.80825202;-153.1798831
5000000;-46.97919582;-171.0956856
