frequency;MAG;PHA
11822.28164;-6.45622071;-2.819660228
12336.61897;-6.450378502;-2.925022776
12873.33294;-6.45998148;-3.054042628
13433.39705;-6.455440428;-3.170447786
14017.82718;-6.45489497;-3.326852106
14627.68338;-6.471133175;-3.464703335
15264.07184;-6.46712318;-3.590054457
15928.14686;-6.457925521;-3.722321571
16621.11297;-6.451303695;-3.856155421
17344.2271;-6.471558407;-4.105276206
18098.80086;-6.462290162;-4.232864791
18886.20292;-6.455748468;-4.414420297
19707.8615;-6.455220135;-4.611427387
20565.26696;-6.467367381;-4.766929039
21459.9745;-6.463677427;-4.910375915
22393.60697;-6.459740832;-5.18369733
23367.85782;-6.458270839;-5.426320633
24384.4942;-6.454426559;-5.728300754
25445.36012;-6.454425516;-5.808895428
26552.37981;-6.445314808;-6.132203409
27707.56123;-6.452693857;-6.480087333
28912.9997;-6.443811078;-6.608031389
30170.88168;-6.459663273;-6.93786251
31483.48877;-6.453219209;-7.26601423
32853.20183;-6.450545598;-7.503813862
34282.5053;-6.443095655;-7.844567559
35773.99169;-6.451716085;-8.250811809
37330.36634;-6.435918562;-8.536470038
38954.45224;-6.431607989;-8.973719902
40649.19523;-6.41891604;-9.32404
42417.6693;-6.410568784;-9.770559673
44263.08218;-6.401003524;-10.11429903
46188.78114;-6.391883721;-10.55576917
48198.2591;-6.374175994;-11.09576526
50295.16092;-6.378477161;-11.51709753
52483.29004;-6.354493457;-12.15258165
54766.61538;-6.342335308;-12.57305423
57149.27852;-6.348850612;-13.18582009
59635.60123;-6.314785945;-13.78171894
62230.0933;-6.312655064;-14.46555883
64937.46071;-6.284377275;-15.01837372
67762.61419;-6.286863478;-15.79193491
70710.67812;-6.247685606;-16.62422197
73786.9998;-6.22259785;-17.49160306
76997.1592;-6.203767952;-18.39502049
80346.97901;-6.180605887;-19.22665387
83842.53527;-6.159473752;-20.24254656
87490.16836;-6.146943159;-21.27374003
91296.4945;-6.135988823;-22.27664112
95268.41774;-6.101692921;-23.30620528
99413.14251;-6.115060703;-24.62588017
103738.1867;-6.094511592;-26.06552971
108251.3952;-6.07498647;-27.2216082
112960.9542;-6.08941962;-28.61283523
117875.4062;-6.087851845;-30.10458057
123003.6652;-6.100599473;-31.6968387
128355.0329;-6.088676951;-33.22648757
133939.216;-6.090990739;-34.97385163
139766.3432;-6.108007044;-36.74039223
145846.984;-6.122522025;-38.485038
152192.1676;-6.154387485;-40.42446181
158813.4033;-6.159944758;-42.4404909
165722.7009;-6.206780707;-44.39159607
172932.5927;-6.234697569;-46.64264561
180456.1563;-6.29023309;-48.82500704
188307.0382;-6.321873896;-51.06408788
196499.4788;-6.379011312;-53.50059254
205048.3376;-6.449411778;-55.96603567
213969.1211;-6.501749926;-58.52065558
223278.01;-6.563471579;-61.13072241
232991.8892;-6.656344347;-63.91078737
243128.378;-6.724409683;-66.84075754
253705.8625;-6.806073213;-69.86815631
264743.5285;-6.917392051;-72.94069908
276261.3965;-7.019841716;-76.13642593
288280.3581;-7.126351217;-79.47521853
300822.2137;-7.241908716;-82.80810293
313909.7123;-7.37836894;-86.40464876
327566.5925;-7.521701283;-90.12205173
341817.6255;-7.676535585;-94.12473278
356688.6606;-7.869049112;-98.27507549
372206.6713;-8.115629753;-102.4973296
388399.8049;-8.396613211;-106.7401115
405297.433;-8.726396795;-110.8568925
422930.2052;-9.086110086;-115.1182817
441330.1046;-9.45279954;-119.276936
460530.5055;-9.819505102;-123.4238806
480566.2345;-9.92205218;-127.9647654
501473.633;-10.59163685;-132.0229517
523290.6238;-10.9693218;-135.9524759
546056.7793;-11.34632929;-140.284837
569813.3936;-11.72940969;-144.4364163
594603.5575;-12.11437054;-148.7385925
620472.2363;-12.4783677;-153.0665193
647466.3515;-12.8343354;-157.5302193
675634.8663;-13.19369695;-161.8427539
705028.8736;-13.53101918;-166.4164462
735701.6895;-13.85448252;-171.1310929
767708.9495;-14.14700284;-175.9438945
801108.7096;-14.43016787;179.1016961
835961.5517;-14.65511599;173.8105235
872330.6931;-14.86300312;168.3035535
910282.1015;-15.01000258;162.3417718
949884.6148;-15.09576178;156.1083191
991210.0654;-15.12841163;148.9886845
1034333.411;-15.01722612;140.7256443
1079332.871;-14.62702547;131.0440355
1126290.066;-13.70950819;118.9557988
1175290.17;-12.7977819;98.42113672
1226422.06;-12.99707478;79.08520094
1279778.482;-13.64036428;65.29554347
1335456.215;-14.33284431;54.21192692
1393556.251;-15.07170351;44.73972281
1454183.973;-15.74753389;35.90277649
1517449.349;-16.57091806;28.57360654
1583467.134;-17.32764338;21.40342849
1652357.073;-18.12487125;14.76373253
1724244.121;-18.95517638;8.540965999
1799258.669;-19.76538441;2.691734689
1877536.782;-20.62897737;-2.95185406
1959220.444;-21.5334973;-8.386116282
2044457.815;-22.46286578;-13.45772382
2133403.503;-23.48232143;-18.25423227
2226218.841;-24.48755669;-22.88601662
2323072.18;-25.54719004;-27.46340708
2424139.197;-26.7712517;-31.78441928
2529603.212;-27.78567853;-36.2211323
2639655.518;-28.87309034;-40.37591767
2754495.734;-30.12294148;-44.79667528
2874332.16;-31.44073573;-49.06960394
2999382.16;-32.63224408;-53.48395251
3129872.556;-33.94487925;-58.32490247
3266040.036;-35.20631475;-62.27371708
3408131.585;-36.50027585;-67.34145311
3556404.935;-37.88677942;-72.94254791
3711129.029;-39.29152741;-79.4858514
3872584.512;-40.86455643;-87.21530084
4041064.238;-42.52131689;-95.18678298
4216873.803;-43.60350737;-106.157439
4400332.097;-45.12882126;-117.3502988
4591771.882;-46.35672983;-132.7159607
4791540.401;-46.87714951;-150.0451062
5000000;-47.16896717;-168.4005208
