Freq.	V(v01)
Step Information: Run=1  (Run: 1/100)
1.04021055135759e+004	(-1.74098801728528e+000dB,1.32600666583221e+002°)
1.06444016770073e+004	(-2.07736054268095e+000dB,1.29959371776860e+002°)
1.08923416431030e+004	(-2.47812929466756e+000dB,1.27124347733764e+002°)
1.11460568729152e+004	(-2.95785266563596e+000dB,1.24092338296030e+002°)
1.14056818896168e+004	(-3.53493733400048e+000dB,1.20866925744483e+002°)
1.16713543498284e+004	(-4.23298586035381e+000dB,1.17462008961656e+002°)
1.19432151166049e+004	(-5.08293219990649e+000dB,1.13906851256669e+002°)
1.22214083341234e+004	(-6.12670275412536e+000dB,1.10254023471402e+002°)
1.25060815041100e+004	(-7.42404553698547e+000dB,1.06593760495750e+002°)
1.27973855640478e+004	(-9.06650681801187e+000dB,1.03085132292511e+002°)
1.30954749672050e+004	(-1.12094539841375e+001dB,1.00039378341964e+002°)
1.34005077645289e+004	(-1.41577865911280e+001dB,9.82054939330245e+001°)
1.37126456884462e+004	(-1.86545138768632e+001dB,1.00193581760343e+002°)
1.40320542386159e+004	(-2.69045109515700e+001dB,1.25217074801284e+002°)
1.43589027696791e+004	(-2.48720363625462e+001dB,-1.39174836285123e+002°)
1.46933645810534e+004	(-1.79383902371892e+001dB,-1.23747587543441e+002°)
1.50356170088181e+004	(-1.41242383476588e+001dB,-1.22508204287197e+002°)
1.53858415197409e+004	(-1.16124820317529e+001dB,-1.23970856263818e+002°)
1.57442238074931e+004	(-9.79545461333542e+000dB,-1.26254206759824e+002°)
1.61109538911075e+004	(-8.40949851231194e+000dB,-1.28796479540807e+002°)
1.64862262157287e+004	(-7.31623551047144e+000dB,-1.31376726823351e+002°)
1.68702397557104e+004	(-6.43352221597050e+000dB,-1.33895442217146e+002°)
1.72631981201147e+004	(-5.70833759717627e+000dB,-1.36306108006815e+002°)
1.76653096606676e+004	(-5.10439771307239e+000dB,-1.38588227445511e+002°)
1.80767875822307e+004	(-4.59578372058586e+000dB,-1.40735026448743e+002°)
1.84978500558444e+004	(-4.16337719934542e+000dB,-1.42747242681051e+002°)
1.89287203344058e+004	(-3.79272473729039e+000dB,-1.44629726513507e+002°)
1.93696268710396e+004	(-3.47268570959121e+000dB,-1.46389484638914e+002°)
1.98208034402278e+004	(-3.19453696401150e+000dB,-1.48034522034244e+002°)
2.02824892617594e+004	(-2.95135833136535e+000dB,-1.49573149873216e+002°)
2.07549291275680e+004	(-2.73759841788802e+000dB,-1.51013575349317e+002°)
2.12383735315241e+004	(-2.54876041393564e+000dB,-1.52363665889034e+002°)
2.17330788022496e+004	(-2.38117025283468e+000dB,-1.53630822425094e+002°)
2.22393072390275e+004	(-2.23180271718316e+000dB,-1.54821920934257e+002°)
2.27573272508755e+004	(-2.09814918989483e+000dB,-1.55943296306440e+002°)
2.32874134988607e+004	(-1.97811587013027e+000dB,-1.57000751889914e+002°)
2.38298470417284e+004	(-1.86994461495806e+000dB,-1.57999583974638e+002°)
2.43849154849229e+004	(-1.77215080484626e+000dB,-1.58944614305026e+002°)
2.49529131330801e+004	(-1.68347416426893e+000dB,-1.59840226214460e+002°)
2.55341411460712e+004	(-1.60283954050328e+000dB,-1.60690401615231e+002°)
2.61289076986823e+004	(-1.52932540595130e+000dB,-1.61498757155888e+002°)
2.67375281440123e+004	(-1.46213839960878e+000dB,-1.62268578564367e+002°)
2.73603251806772e+004	(-1.40059262580272e+000dB,-1.63002852654834e+002°)
2.79976290239096e+004	(-1.34409272613890e+000dB,-1.63704296771382e+002°)
2.86497775806430e+004	(-1.29211996324159e+000dB,-1.64375385627701e+002°)
2.93171166286742e+004	(-1.24422072285120e+000dB,-1.65018375615237e+002°)
2.99999999999999e+004	(-1.19999696865693e+000dB,-1.65635326717887e+002°)
3.06987897684225e+004	(-1.15909828223558e+000dB,-1.66228122205535e+002°)
3.14138564415269e+004	(-1.12121519612942e+000dB,-1.66798486292844e+002°)
3.21455791571281e+004	(-1.08607358690595e+000dB,-1.67347999951124e+002°)
3.28943458842954e+004	(-1.05342994102907e+000dB,-1.67878115054815e+002°)
3.36605536290588e+004	(-1.02306734254039e+000dB,-1.68390167033402e+002°)
3.44446086449064e+004	(-9.94792060155412e-001dB,-1.68885386186657e+002°)
3.52469266481858e+004	(-9.68430634112580e-001dB,-1.69364907807248e+002°)
3.60679330385222e+004	(-9.43827381278873e-001dB,-1.69829781241003e+002°)
3.69080631243713e+004	(-9.20842251589084e-001dB,-1.70280978001825e+002°)
3.77677623538249e+004	(-8.99348980648285e-001dB,-1.70719399045866e+002°)
3.86474865507939e+004	(-8.79233492838707e-001dB,-1.71145881298121e+002°)
3.95477021566921e+004	(-8.60392517006951e-001dB,-1.71561203514235e+002°)
4.04688864777495e+004	(-8.42732383119569e-001dB,-1.71966091550953e+002°)
4.14115279380864e+004	(-8.26167973446097e-001dB,-1.72361223110246e+002°)
4.23761263386825e+004	(-8.10621806081388e-001dB,-1.72747232014721e+002°)
4.33631931223777e+004	(-7.96023232128660e-001dB,-1.73124712065268e+002°)
4.43732516450461e+004	(-7.82307730769630e-001dB,-1.73494220526051e+002°)
4.54068374530861e+004	(-7.69416288863898e-001dB,-1.73856281276772e+002°)
4.64644985673743e+004	(-7.57294853730143e-001dB,-1.74211387667559e+002°)
4.75467957738332e+004	(-7.45893849445118e-001dB,-1.74560005107801e+002°)
4.86543029207677e+004	(-7.35167748407029e-001dB,-1.74902573416702e+002°)
4.97876072231266e+004	(-7.25074691095967e-001dB,-1.75239508960203e+002°)
5.09473095738521e+004	(-7.15576147964590e-001dB,-1.75571206596149e+002°)
5.21340248624810e+004	(-7.06636618239212e-001dB,-1.75898041447164e+002°)
5.33483823011675e+004	(-6.98223361127977e-001dB,-1.76220370518531e+002°)
5.45910257582993e+004	(-6.90306155543810e-001dB,-1.76538534176504e+002°)
5.58626140998858e+004	(-6.82857084969098e-001dB,-1.76852857500801e+002°)
5.71638215388972e+004	(-6.75850344533243e-001dB,-1.77163651523530e+002°)
5.84953379927411e+004	(-6.69262067755406e-001dB,-1.77471214365539e+002°)
5.98578694490661e+004	(-6.63070170729951e-001dB,-1.77775832279971e+002°)
6.12521383400856e+004	(-6.57254211814481e-001dB,-1.78077780611817e+002°)
6.26788839256209e+004	(-6.51795265121512e-001dB,-1.78377324681351e+002°)
6.41388626850667e+004	(-6.46675806324200e-001dB,-1.78674720598489e+002°)
6.56328487184863e+004	(-6.41879609468428e-001dB,-1.78970216014446e+002°)
6.71616341570499e+004	(-6.37391653639838e-001dB,-1.79264050816378e+002°)
6.87260295830329e+004	(-6.33198038471701e-001dB,-1.79556457770166e+002°)
7.03268644595973e+004	(-6.29285907598040e-001dB,-1.79847663115966e+002°)
7.19649875705844e+004	(-6.25643379260842e-001dB,1.79862112879288e+002°)
7.36412674705506e+004	(-6.22259483370211e-001dB,1.79572655408670e+002°)
7.53565929452870e+004	(-6.19124104396729e-001dB,1.79283754647899e+002°)
7.71118734830655e+004	(-6.16227929544297e-001dB,1.78995205310772e+002°)
7.89080397568611e+004	(-6.13562401713292e-001dB,1.78706806234565e+002°)
8.07460441178071e+004	(-6.11119676818179e-001dB,1.78418359992902e+002°)
8.26268611001446e+004	(-6.08892585070866e-001dB,1.78129672533768e+002°)
8.45514879379332e+004	(-6.06874595883209e-001dB,1.77840552840603e+002°)
8.65209450937978e+004	(-6.05059786079503e-001dB,1.77550812614566e+002°)
8.85362767999911e+004	(-6.03442811142775e-001dB,1.77260265976258e+002°)
9.05985516120600e+004	(-6.02018879247203e-001dB,1.76968729185348e+002°)
9.27088629754072e+004	(-6.00783727856385e-001dB,1.76676020376658e+002°)
9.48683298050509e+004	(-5.99733602688662e-001dB,1.76381959311433e+002°)
9.70780970788880e+004	(-5.98865238872850e-001dB,1.76086367142613e+002°)
9.93393364447768e+004	(-5.98175844134947e-001dB,1.75789066193032e+002°)
1.00000000000000e+005	(-5.98010219673373e-001dB,1.75703139057088e+002°)
Step Information: Run=11  (Run: 11/100)
3.00000000000000e+003	(5.41713261091319e-001dB,1.74337531703303e+002°)
3.06987897684226e+003	(5.41604234086554e-001dB,1.74198060017251e+002°)
3.14138564415270e+003	(5.41484709931780e-001dB,1.74054777076927e+002°)
3.21455791571282e+003	(5.41353629844152e-001dB,1.73907551265088e+002°)
3.28943458842955e+003	(5.41209823322293e-001dB,1.73756244501856e+002°)
3.36605536290589e+003	(5.41051995729609e-001dB,1.73600711808004e+002°)
3.44446086449065e+003	(5.40878714407211e-001dB,1.73440800831847e+002°)
3.52469266481859e+003	(5.40688393127959e-001dB,1.73276351336223e+002°)
3.60679330385224e+003	(5.40479274677767e-001dB,1.73107194641662e+002°)
3.69080631243714e+003	(5.40249411320069e-001dB,1.72933153021420e+002°)
3.77677623538250e+003	(5.39996642863469e-001dB,1.72754039043541e+002°)
3.86474865507940e+003	(5.39718572013829e-001dB,1.72569654854593e+002°)
3.95477021566922e+003	(5.39412536644476e-001dB,1.72379791399075e+002°)
4.04688864777496e+003	(5.39075578563578e-001dB,1.72184227567807e+002°)
4.14115279380865e+003	(5.38704408295938e-001dB,1.71982729267820e+002°)
4.23761263386826e+003	(5.38295365322199e-001dB,1.71775048405364e+002°)
4.33631931223778e+003	(5.37844373132915e-001dB,1.71560921772617e+002°)
4.43732516450462e+003	(5.37346888355209e-001dB,1.71340069827546e+002°)
4.54068374530862e+003	(5.36797843091324e-001dB,1.71112195355014e+002°)
4.64644985673744e+003	(5.36191579472260e-001dB,1.70876981995758e+002°)
4.75467957738334e+003	(5.35521775264909e-001dB,1.70634092628099e+002°)
4.86543029207679e+003	(5.34781359182477e-001dB,1.70383167585302e+002°)
4.97876072231268e+003	(5.33962414319584e-001dB,1.70123822689241e+002°)
5.09473095738523e+003	(5.33056067865594e-001dB,1.69855647078416e+002°)
5.21340248624812e+003	(5.32052364932827e-001dB,1.69578200805385e+002°)
5.33483823011676e+003	(5.30940123954181e-001dB,1.69291012175257e+002°)
5.45910257582995e+003	(5.29706770654445e-001dB,1.68993574792883e+002°)
5.58626140998860e+003	(5.28338147055451e-001dB,1.68685344281833e+002°)
5.71638215388974e+003	(5.26818291325607e-001dB,1.68365734632903e+002°)
5.84953379927413e+003	(5.25129183501061e-001dB,1.68034114133738e+002°)
5.98578694490663e+003	(5.23250451159585e-001dB,1.67689800823997e+002°)
6.12521383400858e+003	(5.21159027985314e-001dB,1.67332057412146e+002°)
6.26788839256211e+003	(5.18828756772262e-001dB,1.66960085580219e+002°)
6.41388626850669e+003	(5.16229926722484e-001dB,1.66573019591587e+002°)
6.56328487184865e+003	(5.13328732828534e-001dB,1.66169919103436e+002°)
6.71616341570501e+003	(5.10086642595086e-001dB,1.65749761070182e+002°)
6.87260295830331e+003	(5.06459652240255e-001dB,1.65311430605774e+002°)
7.03268644595976e+003	(5.02397410671504e-001dB,1.64853710651527e+002°)
7.19649875705846e+003	(4.97842184772820e-001dB,1.64375270270974e+002°)
7.36412674705508e+003	(4.92727633623299e-001dB,1.63874651363778e+002°)
7.53565929452873e+003	(4.86977351894672e-001dB,1.63350253556091e+002°)
7.71118734830658e+003	(4.80503133440096e-001dB,1.62800316984061e+002°)
7.89080397568614e+003	(4.73202894493361e-001dB,1.62222902639458e+002°)
8.07460441178074e+003	(4.64958181269111e-001dB,1.61615869890457e+002°)
8.26268611001449e+003	(4.55631168244180e-001dB,1.60976850725354e+002°)
8.45514879379335e+003	(4.45061029874949e-001dB,1.60303220191029e+002°)
8.65209450937981e+003	(4.33059538499194e-001dB,1.59592062410217e+002°)
8.85362767999915e+003	(4.19405702753004e-001dB,1.58840131461144e+002°)
9.05985516120604e+003	(4.03839211458893e-001dB,1.58043806289340e+002°)
9.27088629754076e+003	(3.86052384263458e-001dB,1.57199038695207e+002°)
9.48683298050513e+003	(3.65680247892998e-001dB,1.56301293304569e+002°)
9.70780970788884e+003	(3.42288249905111e-001dB,1.55345478288463e+002°)
9.93393364447772e+003	(3.15356982517770e-001dB,1.54325865463434e+002°)
1.01653246841761e+004	(2.84263107302735e-001dB,1.53235998292864e+002°)
1.04021055135759e+004	(2.48255433842614e-001dB,1.52068586254208e+002°)
1.06444016770073e+004	(2.06424794352828e-001dB,1.50815384085824e+002°)
1.08923416431030e+004	(1.57665949047578e-001dB,1.49467054657946e+002°)
1.11460568729152e+004	(1.00629224568191e-001dB,1.48013014743403e+002°)
1.14056818896168e+004	(3.36588933764802e-002dB,1.46441263970325e+002°)
1.16713543498284e+004	(-4.52855996822356e-002dB,1.44738198972563e+002°)
1.19432151166049e+004	(-1.38730620893045e-001dB,1.42888417556670e+002°)
1.22214083341234e+004	(-2.49818087362120e-001dB,1.40874522010117e+002°)
1.25060815041100e+004	(-3.82472396482012e-001dB,1.38676936954132e+002°)
1.27973855640478e+004	(-5.41615352908598e-001dB,1.36273765728342e+002°)
1.30954749672050e+004	(-7.33442887848688e-001dB,1.33640719932618e+002°)
1.34005077645289e+004	(-9.65781209220301e-001dB,1.30751167622866e+002°)
1.37126456884462e+004	(-1.24854531083449e+000dB,1.27576351341340e+002°)
1.40320542386159e+004	(-1.59433103190904e+000dB,1.24085814718218e+002°)
1.43589027696791e+004	(-2.01918700103457e+000dB,1.20248018081314e+002°)
1.46933645810534e+004	(-2.54364442653806e+000dB,1.16030963420505e+002°)
1.50356170088181e+004	(-3.19415355916198e+000dB,1.11402276323080e+002°)
1.53858415197409e+004	(-4.00523846067727e+000dB,1.06327377245179e+002°)
1.57442238074931e+004	(-5.02305948135744e+000dB,1.00762572087091e+002°)
1.61109538911075e+004	(-6.31197127251723e+000dB,9.46355214764248e+001°)
1.64862262157287e+004	(-7.96794951974062e+000dB,8.77932683974907e+001°)
1.68702397557104e+004	(-1.01489350244686e+001dB,7.98558519439370e+001°)
1.72631981201147e+004	(-1.31509291308229e+001dB,6.97191355745313e+001°)
1.76653096606676e+004	(-1.76045690632720e+001dB,5.32221969551592e+001°)
1.80767875822307e+004	(-2.38744095223117e+001dB,7.63885874027185e+000°)
1.84978500558444e+004	(-2.12354692294191e+001dB,-6.80818919137186e+001°)
1.89287203344058e+004	(-1.59784162248619e+001dB,-9.39264253542235e+001°)
1.93696268710396e+004	(-1.26634760698779e+001dB,-1.05592819437942e+002°)
1.98208034402278e+004	(-1.04085535917395e+001dB,-1.13249417697530e+002°)
2.02824892617594e+004	(-8.76564773668998e+000dB,-1.19140785450387e+002°)
2.07549291275680e+004	(-7.51429709668450e+000dB,-1.24014646184738e+002°)
2.12383735315241e+004	(-6.53183039646562e+000dB,-1.28197299682964e+002°)
2.17330788022496e+004	(-5.74315980296484e+000dB,-1.31861400863797e+002°)
2.22393072390275e+004	(-5.09906402452918e+000dB,-1.35112626921569e+002°)
2.27573272508755e+004	(-4.56563533467987e+000dB,-1.38023069118323e+002°)
2.32874134988607e+004	(-4.11863811101602e+000dB,-1.40645854115102e+002°)
2.38298470417284e+004	(-3.74025449350016e+000dB,-1.43022252019705e+002°)
2.43849154849229e+004	(-3.41709010704205e+000dB,-1.45185470419922e+002°)
2.49529131330801e+004	(-3.13889184852203e+000dB,-1.47162863779942e+002°)
2.55341411460712e+004	(-2.89769131223499e+000dB,-1.48977327470301e+002°)
2.61289076986823e+004	(-2.68721466166712e+000dB,-1.50648241392279e+002°)
2.67375281440123e+004	(-2.50246573733847e+000dB,-1.52192146761950e+002°)
2.73603251806772e+004	(-2.33942536729026e+000dB,-1.53623253800638e+002°)
2.79976290239096e+004	(-2.19483066496491e+000dB,-1.54953835494783e+002°)
2.86497775806430e+004	(-2.06601059062732e+000dB,-1.56194540460117e+002°)
2.93171166286742e+004	(-1.95076182191895e+000dB,-1.57354645889390e+002°)
2.99999999999999e+004	(-1.84725396270066e+000dB,-1.58442264659322e+002°)
3.06987897684225e+004	(-1.75395640131298e+000dB,-1.59464516507754e+002°)
3.14138564415269e+004	(-1.66958134019713e+000dB,-1.60427670544192e+002°)
3.21455791571281e+004	(-1.59303903741871e+000dB,-1.61337264587066e+002°)
3.28943458842954e+004	(-1.52340236160727e+000dB,-1.62198205583558e+002°)
3.36605536290588e+004	(-1.45987851419853e+000dB,-1.63014854469183e+002°)
3.44446086449064e+004	(-1.40178631348861e+000dB,-1.63791098151165e+002°)
3.52469266481858e+004	(-1.34853782810228e+000dB,-1.64530410783481e+002°)
3.60679330385222e+004	(-1.29962343636158e+000dB,-1.65235906098192e+002°)
3.69080631243713e+004	(-1.25459960243272e+000dB,-1.65910382238423e+002°)
3.77677623538249e+004	(-1.21307882065760e+000dB,-1.66556360282862e+002°)
3.86474865507939e+004	(-1.17472130068446e+000dB,-1.67176117445620e+002°)
3.95477021566921e+004	(-1.13922805823423e+000dB,-1.67771715767972e+002°)
4.04688864777495e+004	(-1.10633514702142e+000dB,-1.68345026982060e+002°)
4.14115279380864e+004	(-1.07580882188794e+000dB,-1.68897754114743e+002°)
4.23761263386825e+004	(-1.04744146556486e+000dB,-1.69431450307785e+002°)
4.33631931223777e+004	(-1.02104814457354e+000dB,-1.69947535254583e+002°)
4.43732516450461e+004	(-9.96463685784932e-001dB,-1.70447309590747e+002°)
4.54068374530861e+004	(-9.73540185711442e-001dB,-1.70931967523597e+002°)
4.64644985673743e+004	(-9.52144880929731e-001dB,-1.71402607942113e+002°)
4.75467957738332e+004	(-9.32158321070197e-001dB,-1.71860244212547e+002°)
4.86543029207677e+004	(-9.13472796264467e-001dB,-1.72305812834458e+002°)
4.97876072231266e+004	(-8.95990979370483e-001dB,-1.72740181106394e+002°)
5.09473095738521e+004	(-8.79624750116322e-001dB,-1.73164153928927e+002°)
5.21340248624810e+004	(-8.64294173851150e-001dB,-1.73578479854620e+002°)
5.33483823011675e+004	(-8.49926612116920e-001dB,-1.73983856479143e+002°)
5.45910257582993e+004	(-8.36455945966358e-001dB,-1.74380935254747e+002°)
5.58626140998858e+004	(-8.23821896003454e-001dB,-1.74770325796261e+002°)
5.71638215388972e+004	(-8.11969425642781e-001dB,-1.75152599740339e+002°)
5.84953379927411e+004	(-8.00848216171356e-001dB,-1.75528294210668e+002°)
5.98578694490661e+004	(-7.90412203933126e-001dB,-1.75897914934928e+002°)
6.12521383400856e+004	(-7.80619171402940e-001dB,-1.76261939053457e+002°)
6.26788839256209e+004	(-7.71430385129313e-001dB,-1.76620817654434e+002°)
6.41388626850667e+004	(-7.62810274541071e-001dB,-1.76974978066089e+002°)
6.56328487184863e+004	(-7.54726146470154e-001dB,-1.77324825932638e+002°)
6.71616341570499e+004	(-7.47147930964515e-001dB,-1.77670747097407e+002°)
6.87260295830329e+004	(-7.40047954578126e-001dB,-1.78013109313780e+002°)
7.03268644595973e+004	(-7.33400737843378e-001dB,-1.78352263802146e+002°)
7.19649875705844e+004	(-7.27182814074652e-001dB,-1.78688546668907e+002°)
7.36412674705506e+004	(-7.21372567028500e-001dB,-1.79022280201729e+002°)
7.53565929452870e+004	(-7.15950085268610e-001dB,-1.79353774053620e+002°)
7.71118734830655e+004	(-7.10897031361379e-001dB,-1.79683326326976e+002°)
7.89080397568611e+004	(-7.06196524265345e-001dB,1.79988775432484e+002°)
8.07460441178071e+004	(-7.01833033482663e-001dB,1.79662253323093e+002°)
8.26268611001446e+004	(-6.97792283718665e-001dB,1.79336838248038e+002°)
8.45514879379332e+004	(-6.94061168947935e-001dB,1.79012269142606e+002°)
8.65209450937978e+004	(-6.90627674918531e-001dB,1.78688292261579e+002°)
8.85362767999911e+004	(-6.87480809241828e-001dB,1.78364660521195e+002°)
9.05985516120600e+004	(-6.84610538315127e-001dB,1.78041132890631e+002°)
9.27088629754072e+004	(-6.82007730412811e-001dB,1.77717473828522e+002°)
9.48683298050509e+004	(-6.79664104357830e-001dB,1.77393452760451e+002°)
9.70780970788880e+004	(-6.77572183252823e-001dB,1.77068843593791e+002°)
9.93393364447768e+004	(-6.75725252808650e-001dB,1.76743424266617e+002°)
1.00000000000000e+005	(-6.75238118900617e-001dB,1.76649563182649e+002°)
Step Information: Run=12  (Run: 12/100)
3.00000000000000e+003	(9.72548305658016e-002dB,1.74242669977916e+002°)
3.06987897684226e+003	(9.59885957725785e-002dB,1.74100337435375e+002°)
3.14138564415270e+003	(9.46522500700646e-002dB,1.73954077631281e+002°)
3.21455791571282e+003	(9.32414005487031e-002dB,1.73803752362892e+002°)
3.28943458842955e+003	(9.17513293540674e-002dB,1.73649216488633e+002°)
3.36605536290589e+003	(9.01769649305856e-002dB,1.73490317451334e+002°)
3.44446086449065e+003	(8.85128502733333e-002dB,1.73326894761295e+002°)
3.52469266481859e+003	(8.67531078304885e-002dB,1.73158779435259e+002°)
3.60679330385224e+003	(8.48914006526294e-002dB,1.72985793386949e+002°)
3.69080631243714e+003	(8.29208893282375e-002dB,1.72807748764339e+002°)
3.77677623538250e+003	(8.08341841831953e-002dB,1.72624447228284e+002°)
3.86474865507940e+003	(7.86232921476604e-002dB,1.72435679166510e+002°)
3.95477021566922e+003	(7.62795576100119e-002dB,1.72241222836279e+002°)
4.04688864777496e+003	(7.37935964793960e-002dB,1.72040843428257e+002°)
4.14115279380865e+003	(7.11552225653610e-002dB,1.71834292043216e+002°)
4.23761263386826e+003	(6.83533652503364e-002dB,1.71621304572195e+002°)
4.33631931223778e+003	(6.53759772784503e-002dB,1.71401600469612e+002°)
4.43732516450462e+003	(6.22099313034863e-002dB,1.71174881407504e+002°)
4.54068374530862e+003	(5.88409036297527e-002dB,1.70940829797603e+002°)
4.64644985673744e+003	(5.52532433334531e-002dB,1.70699107166251e+002°)
4.75467957738334e+003	(5.14298246631195e-002dB,1.70449352365272e+002°)
4.86543029207679e+003	(4.73518802766299e-002dB,1.70191179599655e+002°)
4.97876072231268e+003	(4.29988124711560e-002dB,1.69924176250456e+002°)
5.09473095738523e+003	(3.83479790849159e-002dB,1.69647900468364e+002°)
5.21340248624812e+003	(3.33744501865441e-002dB,1.69361878510133e+002°)
5.33483823011676e+003	(2.80507309928340e-002dB,1.69065601786213e+002°)
5.45910257582995e+003	(2.23464456569121e-002dB,1.68758523583558e+002°)
5.58626140998860e+003	(1.62279756062265e-002dB,1.68440055422532e+002°)
5.71638215388974e+003	(9.65804496009242e-003dB,1.68109563000995e+002°)
5.84953379927413e+003	(2.59524417060873e-003dB,1.67766361671927e+002°)
5.98578694490663e+003	(-5.00651864162403e-003dB,1.67409711393152e+002°)
6.12521383400858e+003	(-1.31986512088794e-002dB,1.67038811078730e+002°)
6.26788839256211e+003	(-2.20386105058224e-002dB,1.66652792271165e+002°)
6.41388626850669e+003	(-3.15907540124064e-002dB,1.66250712041469e+002°)
6.56328487184865e+003	(-4.19273305165366e-002dB,1.65831545010205e+002°)
6.71616341570501e+003	(-5.31296366118696e-002dB,1.65394174366375e+002°)
6.87260295830331e+003	(-6.52893705739661e-002dB,1.64937381742362e+002°)
7.03268644595976e+003	(-7.85102221208443e-002dB,1.64459835781450e+002°)
7.19649875705846e+003	(-9.29097450274776e-002dB,1.63960079209580e+002°)
7.36412674705508e+003	(-1.08621570089732e-001dB,1.63436514194299e+002°)
7.53565929452873e+003	(-1.25798029081020e-001dB,1.62887385741186e+002°)
7.71118734830658e+003	(-1.44613276831654e-001dB,1.62310762840777e+002°)
7.89080397568614e+003	(-1.65267019307964e-001dB,1.61704517037185e+002°)
8.07460441178074e+003	(-1.87988981789372e-001dB,1.61066298043040e+002°)
8.26268611001449e+003	(-2.13044284509722e-001dB,1.60393505974651e+002°)
8.45514879379335e+003	(-2.40739935508183e-001dB,1.59683259727397e+002°)
8.65209450937981e+003	(-2.71432704644979e-001dB,1.58932360956687e+002°)
8.85362767999915e+003	(-3.05538712359723e-001dB,1.58137253078311e+002°)
9.05985516120604e+003	(-3.43545156532893e-001dB,1.57293974660454e+002°)
9.27088629754076e+003	(-3.86024717060366e-001dB,1.56398106559099e+002°)
9.48683298050513e+003	(-4.33653328870647e-001dB,1.55444712166430e+002°)
9.70780970788884e+003	(-4.87232211334218e-001dB,1.54428270225344e+002°)
9.93393364447772e+003	(-5.47715300406627e-001dB,1.53342599853963e+002°)
1.01653246841761e+004	(-6.16243569683042e-001dB,1.52180777785193e+002°)
1.04021055135759e+004	(-6.94188175244584e-001dB,1.50935048452633e+002°)
1.06444016770073e+004	(-7.83204954045824e-001dB,1.49596728585336e+002°)
1.08923416431030e+004	(-8.85303597851763e-001dB,1.48156109614843e+002°)
1.11460568729152e+004	(-1.00293588573699e+000dB,1.46602363742192e+002°)
1.14056818896168e+004	(-1.13910878955473e+000dB,1.44923463373733e+002°)
1.16713543498284e+004	(-1.29753021833572e+000dB,1.43106129377518e+002°)
1.19432151166049e+004	(-1.48279787062746e+000dB,1.41135831979464e+002°)
1.22214083341234e+004	(-1.70064549810200e+000dB,1.38996880032778e+002°)
1.25060815041100e+004	(-1.95826651716875e+000dB,1.36672650909954e+002°)
1.27973855640478e+004	(-2.26474359532206e+000dB,1.34146035450149e+002°)
1.30954749672050e+004	(-2.63162709974222e+000dB,1.31400201172752e+002°)
1.34005077645289e+004	(-3.07373040455018e+000dB,1.28419813260016e+002°)
1.37126456884462e+004	(-3.61025753637089e+000dB,1.25192899142109e+002°)
1.40320542386159e+004	(-4.26647463313848e+000dB,1.21713609963907e+002°)
1.43589027696791e+004	(-5.07634316160906e+000dB,1.17986264553108e+002°)
1.46933645810534e+004	(-6.08700606113344e+000dB,1.14031414867877e+002°)
1.50356170088181e+004	(-7.36718937648342e+000dB,1.09895790484422e+002°)
1.53858415197409e+004	(-9.02480650709306e+000dB,1.05671894242660e+002°)
1.57442238074931e+004	(-1.12494227540526e+001dB,1.01548733386820e+002°)
1.61109538911075e+004	(-1.44374912241239e+001dB,9.79965531259954e+001°)
1.64862262157287e+004	(-1.97141367797458e+001dB,9.68823400424029e+001°)
1.68702397557104e+004	(-3.34129346932992e+001dB,1.29955189143383e+002°)
1.72631981201147e+004	(-2.27030303489188e+001dB,-1.14090612470066e+002°)
1.76653096606676e+004	(-1.61707710299882e+001dB,-1.12409097585490e+002°)
1.80767875822307e+004	(-1.26319918102389e+001dB,-1.15114200052829e+002°)
1.84978500558444e+004	(-1.02792252253429e+001dB,-1.18593777107738e+002°)
1.89287203344058e+004	(-8.57191436753793e+000dB,-1.22190315244607e+002°)
1.93696268710396e+004	(-7.27216155187162e+000dB,-1.25692364453426e+002°)
1.98208034402278e+004	(-6.25227957943651e+000dB,-1.29016581236077e+002°)
2.02824892617594e+004	(-5.43490592454171e+000dB,-1.32130426706445e+002°)
2.07549291275680e+004	(-4.76928243149295e+000dB,-1.35025477518112e+002°)
2.12383735315241e+004	(-4.22024066839518e+000dB,-1.37705771366299e+002°)
2.17330788022496e+004	(-3.76245728709780e+000dB,-1.40181859200689e+002°)
2.22393072390275e+004	(-3.37717822048679e+000dB,-1.42467478710475e+002°)
2.27573272508755e+004	(-3.05021580031155e+000dB,-1.44577612916910e+002°)
2.32874134988607e+004	(-2.77065567156161e+000dB,-1.46527349812671e+002°)
2.38298470417284e+004	(-2.52998592206188e+000dB,-1.48331228771727e+002°)
2.43849154849229e+004	(-2.32149100891341e+000dB,-1.50002888953034e+002°)
2.49529131330801e+004	(-2.13981901148453e+000dB,-1.51554905274270e+002°)
2.55341411460712e+004	(-1.98066628861342e+000dB,-1.52998739257795e+002°)
2.61289076986823e+004	(-1.84054386404130e+000dB,-1.54344758151400e+002°)
2.67375281440123e+004	(-1.71660196782026e+000dB,-1.55602292514733e+002°)
2.73603251806772e+004	(-1.60649670632264e+000dB,-1.56779713390949e+002°)
2.79976290239096e+004	(-1.50828770611733e+000dB,-1.57884517314966e+002°)
2.86497775806430e+004	(-1.42035881820970e+000dB,-1.58923412048365e+002°)
2.93171166286742e+004	(-1.34135617859489e+000dB,-1.59902398925095e+002°)
2.99999999999999e+004	(-1.27013945806679e+000dB,-1.60826849602325e+002°)
