time	V(buff)	V(n009)
1.576527172572932e-004	-1.405045e-002	-9.913426e-001
1.580571416829707e-004	-2.526862e-002	-9.887543e-001
1.586691991445042e-004	-4.684205e-002	-9.848371e-001
1.594525115895094e-004	-7.896345e-002	-9.798239e-001
1.600690334700315e-004	-1.068177e-001	-9.758782e-001
1.607204257587348e-004	-1.378307e-001	-9.717093e-001
1.614990857653628e-004	-1.748844e-001	-9.667258e-001
1.622378810498679e-004	-2.082727e-001	-9.619976e-001
1.631214806208164e-004	-2.448106e-001	-9.563425e-001
1.641245522894482e-004	-2.814048e-001	-9.499229e-001
1.660785187529940e-004	-3.427955e-001	-9.374175e-001
1.679641730604913e-004	-3.927408e-001	-9.253493e-001
1.701020712488956e-004	-4.388564e-001	-9.116668e-001
1.725434774988956e-004	-4.812135e-001	-8.960418e-001
1.749848837488956e-004	-5.146999e-001	-8.804168e-001
1.774262899988956e-004	-5.409162e-001	-8.647918e-001
1.798676962488957e-004	-5.614418e-001	-8.491668e-001
1.823091024988957e-004	-5.775082e-001	-8.335418e-001
1.871919149988957e-004	-5.999264e-001	-8.022918e-001
1.920747274988957e-004	-6.136597e-001	-7.710418e-001
1.993989462488957e-004	-6.249631e-001	-7.241668e-001
2.063743926774671e-004	-6.286904e-001	-6.795239e-001
2.133498391060385e-004	-6.316672e-001	-6.348810e-001
2.203252855346100e-004	-6.338934e-001	-5.902382e-001
2.273007319631814e-004	-6.353691e-001	-5.455953e-001
2.342761783917528e-004	-6.360942e-001	-5.009525e-001
2.412516248203243e-004	-6.360687e-001	-4.563096e-001
2.482270712488957e-004	-6.352927e-001	-4.116668e-001
2.572951516060385e-004	-6.353008e-001	-3.536310e-001
2.663632319631814e-004	-6.353142e-001	-2.955953e-001
2.754313123203243e-004	-6.353330e-001	-2.375596e-001
2.844993926774672e-004	-6.353570e-001	-1.795239e-001
2.935674730346100e-004	-6.353864e-001	-1.214882e-001
3.026355533917529e-004	-6.354211e-001	-6.345246e-002
3.117036337488957e-004	-6.354611e-001	-5.416744e-003
3.207717141060386e-004	-6.354228e-001	5.261897e-002
3.298397944631815e-004	-6.353942e-001	1.106547e-001
3.389078748203244e-004	-6.353753e-001	1.686904e-001
3.479759551774672e-004	-6.353660e-001	2.267261e-001
3.570440355346101e-004	-6.353664e-001	2.847618e-001
3.661121158917529e-004	-6.353765e-001	3.427975e-001
3.751801962488958e-004	-6.353962e-001	4.008332e-001
3.842482766060387e-004	-6.353940e-001	4.588690e-001
3.933163569631815e-004	-6.353921e-001	5.169047e-001
4.023844373203244e-004	-6.353906e-001	5.749404e-001
4.114525176774673e-004	-6.353895e-001	6.329761e-001
4.205205980346101e-004	-6.353887e-001	6.910118e-001
4.295886783917530e-004	-6.353883e-001	7.490475e-001
4.386567587488959e-004	-6.353883e-001	8.070832e-001
4.429629360704822e-004	-6.353881e-001	8.346428e-001
4.472691133920684e-004	-6.353880e-001	8.622023e-001
4.515752907136548e-004	-6.353879e-001	8.897619e-001
4.558814680352411e-004	-6.353878e-001	9.173214e-001
4.601876453568274e-004	-6.353877e-001	9.448809e-001
4.644938226784137e-004	-6.353876e-001	9.724405e-001
4.688000000000000e-004	-6.353875e-001	1.000000e+000
