Freq.	V(buff)
3.01995172040199e+004	(4.98592664347092e+000dB,-9.02128455146677e+001°)
3.09029543251356e+004	(5.20185289713393e+000dB,-9.02157830975511e+001°)
3.16227766016835e+004	(5.41856189545977e+000dB,-9.02186366504105e+001°)
3.23593656929625e+004	(5.63609376687448e+000dB,-9.02213922874593e+001°)
3.31131121482588e+004	(5.85449086449861e+000dB,-9.02240348116076e+001°)
3.38844156139199e+004	(6.07379790647835e+000dB,-9.02265475950137e+001°)
3.46736850452528e+004	(6.29406212688583e+000dB,-9.02289124479199e+001°)
3.54813389233572e+004	(6.51533343815592e+000dB,-9.02311094744812e+001°)
3.63078054770098e+004	(6.73766460613319e+000dB,-9.02331169141276e+001°)
3.71535229097169e+004	(6.96111143892186e+000dB,-9.02349109668177e+001°)
3.80189396320557e+004	(7.18573299086682e+000dB,-9.02364656003221e+001°)
3.89045144994277e+004	(7.41159178314597e+000dB,-9.02377523374342e+001°)
3.98107170553493e+004	(7.63875404262760e+000dB,-9.02387400207155e+001°)
4.07380277804108e+004	(7.86728996084306e+000dB,-9.02393945520599e+001°)
4.16869383470331e+004	(8.09727397514832e+000dB,-9.02396786039788e+001°)
4.26579518801588e+004	(8.32878507440408e+000dB,-9.02395512990704e+001°)
4.36515832240161e+004	(8.56190713179501e+000dB,-9.02389678536228e+001°)
4.46683592150958e+004	(8.79672926774364e+000dB,-9.02378791807053e+001°)
4.57088189614870e+004	(9.03334624625793e+000dB,-9.02362314474039e+001°)
4.67735141287193e+004	(9.27185890849377e+000dB,-9.02339655800378e+001°)
4.78630092322633e+004	(9.51237464782329e+000dB,-9.02310167102337e+001°)
4.89778819368441e+004	(9.75500793128991e+000dB,-9.02273135535987e+001°)
5.01187233627267e+004	(9.99988087301558e+000dB,-9.02227777113911e+001°)
5.12861383991359e+004	(1.02471238659214e+001dB,-9.02173228839973e+001°)
5.24807460249767e+004	(1.04968762790519e+001dB,-9.02108539831250e+001°)
5.37031796370247e+004	(1.07492872288784e+001dB,-9.02032661273587e+001°)
5.49540873857619e+004	(1.10045164342350e+001dB,-9.01944435030082e+001°)
5.62341325190343e+004	(1.12627351660379e+001dB,-9.01842580689073e+001°)
5.75439937337151e+004	(1.15241273047159e+001dB,-9.01725680798754e+001°)
5.88843655355583e+004	(1.17888905203822e+001dB,-9.01592163987551e+001°)
6.02559586074351e+004	(1.20572375932759e+001dB,-9.01440285611036e+001°)
6.16595001861475e+004	(1.23293978949958e+001dB,-9.01268105494668e+001°)
6.30957344480186e+004	(1.26056190546250e+001dB,-9.01073462253768e+001°)
6.45654229034648e+004	(1.28861688381633e+001dB,-9.00853943563584e+001°)
6.60693448007589e+004	(1.31713372748978e+001dB,-9.00606851617466e+001°)
6.76082975391974e+004	(1.34614390706799e+001dB,-9.00329162842892e+001°)
6.91830970918929e+004	(1.37568163558075e+001dB,-9.00017480733737e+001°)
7.07945784384130e+004	(1.40578418246983e+001dB,-8.99667980390421e+001°)
7.24435960074982e+004	(1.43649223362332e+001dB,-8.99276343020452e+001°)
7.41310241300909e+004	(1.46785030581458e+001dB,-8.98837678218285e+001°)
7.58577575029175e+004	(1.49990722569138e+001dB,-8.98346431284964e+001°)
7.76247116628683e+004	(1.53271668572802e+001dB,-8.97796272123563e+001°)
7.94328234724272e+004	(1.56633789241683e+001dB,-8.97179961299446e+001°)
8.12830516164090e+004	(1.60083632561371e+001dB,-8.96489187606157e+001°)
8.31763771102661e+004	(1.63628463261125e+001dB,-8.95714369818334e+001°)
8.51138038202367e+004	(1.67276368652060e+001dB,-8.94844413086329e+001°)
8.70963589956071e+004	(1.71036384635458e+001dB,-8.93866407409751e+001°)
8.91250938133735e+004	(1.74918646644501e+001dB,-8.92765251494808e+001°)
9.12010839355899e+004	(1.78934571637412e+001dB,-8.91523179576953e+001°)
9.33254300796980e+004	(1.83097079068993e+001dB,-8.90119160766905e+001°)
9.54992586021425e+004	(1.87420861207607e+001dB,-8.88528129082563e+001°)
9.77237220955799e+004	(1.91922716491068e+001dB,-8.86719985915600e+001°)
9.99999999999988e+004	(1.96621964200805e+001dB,-8.84658292677105e+001°)
1.02329299228074e+005	(2.01540965131357e+001dB,-8.82298535677261e+001°)
1.04712854805089e+005	(2.06705781969305e+001dB,-8.79585791269486e+001°)
1.07151930523759e+005	(2.12147026027508e+001dB,-8.76451535889713e+001°)
1.09647819614317e+005	(2.17900955733563e+001dB,-8.72809214075377e+001°)
1.12201845430195e+005	(2.24010919831088e+001dB,-8.68547965094733e+001°)
1.14815362149687e+005	(2.30529279272643e+001dB,-8.63523556614130e+001°)
1.17489755493952e+005	(2.37520003505236e+001dB,-8.57544972812848e+001°)
1.20226443461740e+005	(2.45062230332500e+001dB,-8.50354045223888e+001°)
1.23026877081237e+005	(2.53255219697143e+001dB,-8.41593580051377e+001°)
1.25892541179415e+005	(2.62225339530797e+001dB,-8.30755758253881e+001°)
1.28824955169312e+005	(2.72136002485784e+001dB,-8.17095276854867e+001°)
1.31825673855639e+005	(2.83201744783460e+001dB,-7.99476454116605e+001°)
1.34896288259164e+005	(2.95707418103178e+001dB,-7.76090036790441e+001°)
1.38038426460287e+005	(3.10030526780949e+001dB,-7.43898235366053e+001°)
1.41253754462274e+005	(3.26649227800756e+001dB,-6.97483540929832e+001°)
1.44543977074591e+005	(3.46045945732343e+001dB,-6.26572327425414e+001°)
1.47910838816819e+005	(3.68092131146471e+001dB,-5.11102066811922e+001°)
1.51356124843619e+005	(3.89400872077447e+001dB,-3.17634168898166e+001°)
1.54881661891246e+005	(3.98347987436184e+001dB,-3.68145088716939e+000°)
1.58489319246109e+005	(3.86208033672781e+001dB,2.33372351300534e+001°)
1.62181009735891e+005	(3.64116433493726e+001dB,4.11605151516042e+001°)
1.65958690743754e+005	(3.42292910511817e+001dB,5.17684038611290e+001°)
1.69824365246172e+005	(3.23248690910993e+001dB,5.83378306657791e+001°)
1.73780082874935e+005	(3.06915814371019e+001dB,6.26708466464459e+001°)
1.77827941003890e+005	(2.92793847009583e+001dB,6.56894012592422e+001°)
1.81970085860996e+005	(2.80419252420300e+001dB,6.78842369103162e+001°)
1.86208713666284e+005	(2.69430850658715e+001dB,6.95333774035292e+001°)
1.90546071796322e+005	(2.59556602540300e+001dB,7.08039436477454e+001°)
1.94984459975802e+005	(2.50591302269561e+001dB,7.18016716569502e+001°)
1.99526231496885e+005	(2.42378230962960e+001dB,7.25964217996795e+001°)
2.04173794466950e+005	(2.34795840721425e+001dB,7.32360721665352e+001°)
2.08929613085401e+005	(2.27748376249484e+001dB,7.37544725906810e+001°)
2.13796208950220e+005	(2.21159275972418e+001dB,7.41762019089195e+001°)
2.18776162394952e+005	(2.14966483469608e+001dB,7.45195238584629e+001°)
2.23872113856831e+005	(2.09119070275104e+001dB,7.47982859282066e+001°)
2.29086765276774e+005	(2.03574766842761e+001dB,7.50231753614337e+001°)
2.34422881531989e+005	(1.98298130553608e+001dB,7.52025716565587e+001°)
2.39883291901946e+005	(1.93259166979487e+001dB,7.53431385954832e+001°)
2.45470891568500e+005	(1.88432278315853e+001dB,7.54502438714214e+001°)
2.51188643150955e+005	(1.83795451303224e+001dB,7.55282620227089e+001°)
2.57039578276883e+005	(1.79329622811910e+001dB,7.55807967687041e+001°)
2.63026799189535e+005	(1.75018178895791e+001dB,7.56108466525769e+001°)
2.69153480392688e+005	(1.70846555305606e+001dB,7.56209301381889e+001°)
2.75422870333813e+005	(1.66801915985445e+001dB,7.56131812662632e+001°)
2.81838293126442e+005	(1.62872892129525e+001dB,7.55894236340254e+001°)
2.88403150312657e+005	(1.59049368724030e+001dB,7.55512282090448e+001°)
2.95120922666635e+005	(1.55322308658148e+001dB,7.54999589431429e+001°)
3.01995172040197e+005	(1.51683606810052e+001dB,7.54368090771261e+001°)
3.09029543251355e+005	(1.48125968237461e+001dB,7.53628302684553e+001°)
3.16227766016834e+005	(1.44642805895348e+001dB,7.52789561316947e+001°)
3.23593656929624e+005	(1.41228154282029e+001dB,7.51860213893257e+001°)
3.31131121482586e+005	(1.37876596162306e+001dB,7.50847775435914e+001°)
3.38844156139198e+005	(1.34583200091880e+001dB,7.49759057679913e+001°)
3.46736850452527e+005	(1.31343466913914e+001dB,7.48600275588124e+001°)
3.54813389233570e+005	(1.28153283747880e+001dB,7.47377135679474e+001°)
3.63078054770096e+005	(1.25008884265735e+001dB,7.46094909477935e+001°)
3.71535229097167e+005	(1.21906814268435e+001dB,7.44758494698236e+001°)
3.80189396320556e+005	(1.18843901749522e+001dB,7.43372466250872e+001°)
3.89045144994275e+005	(1.15817230772002e+001dB,7.41941118735411e+001°)
3.98107170553492e+005	(1.12824118597185e+001dB,7.40468501768376e+001°)
4.07380277804107e+005	(1.09862095595442e+001dB,7.38958449238934e+001°)
4.16869383470329e+005	(1.06928887543279e+001dB,7.37414603386227e+001°)
4.26579518801586e+005	(1.04022399972133e+001dB,7.35840434434509e+001°)
4.36515832240160e+005	(1.01140704284588e+001dB,7.34239256397160e+001°)
4.46683592150957e+005	(9.82820253953405e+000dB,7.32614239561180e+001°)
4.57088189614868e+005	(9.54447306889197e+000dB,7.30968420084502e+001°)
4.67735141287191e+005	(9.26273201151686e+000dB,7.29304707075358e+001°)
4.78630092322631e+005	(8.98284172678928e+000dB,7.27625887472509e+001°)
4.89778819368439e+005	(8.70467613127455e+000dB,7.25934629005040e+001°)
5.01187233627265e+005	(8.42811996479990e+000dB,7.24233481478415e+001°)
5.12861383991357e+005	(8.15306811969089e+000dB,7.22524876607981e+001°)
5.24807460249765e+005	(7.87942502433768e+000dB,7.20811126600793e+001°)
5.37031796370245e+005	(7.60710407339005e+000dB,7.19094421670339e+001°)
5.49540873857616e+005	(7.33602709786681e+000dB,7.17376826655647e+001°)
5.62341325190341e+005	(7.06612386933507e+000dB,7.15660276905512e+001°)
5.75439937337148e+005	(6.79733163308715e+000dB,7.13946573579677e+001°)
5.88843655355580e+005	(6.52959466593190e+000dB,7.12237378511111e+001°)
6.02559586074349e+005	(6.26286385483703e+000dB,7.10534208766641e+001°)
6.16595001861473e+005	(5.99709629322001e+000dB,7.08838431036812e+001°)
6.30957344480184e+005	(5.73225489219268e+000dB,7.07151255979548e+001°)
6.45654229034646e+005	(5.46830800452804e+000dB,7.05473732635842e+001°)
6.60693448007586e+005	(5.20522905953960e+000dB,7.03806743029030e+001°)
6.76082975391971e+005	(4.94299620744802e+000dB,7.02150997052122e+001°)
6.91830970918926e+005	(4.68159197215932e+000dB,7.00507027740031e+001°)
7.07945784384127e+005	(4.42100291169613e+000dB,6.98875187015322e+001°)
7.24435960074979e+005	(4.16121928580728e+000dB,6.97255641987254e+001°)
7.41310241300906e+005	(3.90223473053601e+000dB,6.95648371874440e+001°)
7.58577575029172e+005	(3.64404593974940e+000dB,6.94053165611474e+001°)
7.76247116628680e+005	(3.38665235382627e+000dB,6.92469620189326e+001°)
7.94328234724269e+005	(3.13005585586351e+000dB,6.90897139768494e+001°)
8.12830516164087e+005	(2.87426047589635e+000dB,6.89334935592685e+001°)
8.31763771102658e+005	(2.61927210373357e+000dB,6.87782026719576e+001°)
8.51138038202363e+005	(2.36509821108689e+000dB,6.86237241573865e+001°)
8.70963589956067e+005	(2.11174758372488e+000dB,6.84699220316775e+001°)
8.91250938133732e+005	(1.85923006440679e+000dB,6.83166418015330e+001°)
9.12010839355895e+005	(1.60755630735283e+000dB,6.81637108584427e+001°)
9.33254300796976e+005	(1.35673754498550e+000dB,6.80109389465030e+001°)
9.54992586021421e+005	(1.10678536763443e+000dB,6.78581186992830e+001°)
9.77237220955795e+005	(8.57711516835955e-001dB,6.77050262403685e+001°)
9.99999999999984e+005	(6.09527692782269e-001dB,6.75514218415027e+001°)
1.02329299228074e+006	(3.62245376384082e-001dB,6.73970506316384e+001°)
1.04712854805088e+006	(1.15875666309849e-001dB,6.72416433497284e+001°)
1.07151930523759e+006	(-1.29570868745131e-001dB,6.70849171337024e+001°)
1.09647819614317e+006	(-3.74084322421191e-001dB,6.69265763378233e+001°)
1.12201845430195e+006	(-6.17655567667475e-001dB,6.67663133704763e+001°)
1.14815362149686e+006	(-8.60276358423369e-001dB,6.66038095444144e+001°)
1.17489755493951e+006	(-1.10193941622114e+000dB,6.64387359315715e+001°)
1.20226443461739e+006	(-1.34263850203500e+000dB,6.62707542147340e+001°)
1.23026877081236e+006	(-1.58236847380708e+000dB,6.60995175286427e+001°)
1.25892541179415e+006	(-1.82112533017850e+000dB,6.59246712834555e+001°)
1.28824955169311e+006	(-2.05890624104203e+000dB,6.57458539639380e+001°)
1.31825673855639e+006	(-2.29570956561136e+000dB,6.55626978982383e+001°)
1.34896288259163e+006	(-2.53153485876793e+000dB,6.53748299906505e+001°)
1.38038426460286e+006	(-2.76638286650236e+000dB,6.51818724133441e+001°)
1.41253754462273e+006	(-3.00025551131040e+000dB,6.49834432526448e+001°)
1.44543977074590e+006	(-3.23315586843447e+000dB,6.47791571060615e+001°)
1.47910838816818e+006	(-3.46508813386219e+000dB,6.45686256268744e+001°)
1.51356124843618e+006	(-3.69605758500154e+000dB,6.43514580137039e+001°)
1.54881661891246e+006	(-3.92607053495098e+000dB,6.41272614430695e+001°)
1.58489319246109e+006	(-4.15513428127115e+000dB,6.38956414435081e+001°)
1.62181009735890e+006	(-4.38325705014541e+000dB,6.36562022103524e+001°)
1.65958690743753e+006	(-4.61044793678861e+000dB,6.34085468607563e+001°)
1.69824365246172e+006	(-4.83671684292965e+000dB,6.31522776290016e+001°)
1.73780082874935e+006	(-5.06207441215425e+000dB,6.28869960025171e+001°)
1.77827941003889e+006	(-5.28653196385102e+000dB,6.26123027993905e+001°)
1.81970085860995e+006	(-5.51010142645674e+000dB,6.23277981884505e+001°)
1.86208713666284e+006	(-5.73279527064922e+000dB,6.20330816532437e+001°)
1.90546071796322e+006	(-5.95462644308569e+000dB,6.17277519014284e+001°)
1.94984459975801e+006	(-6.17560830123573e+000dB,6.14114067212523e+001°)
1.99526231496885e+006	(-6.39575454980861e+000dB,6.10836427868855e+001°)
2.04173794466950e+006	(-6.61507917922830e+000dB,6.07440554144311e+001°)
2.08929613085400e+006	(-6.83359640656438e+000dB,6.03922382704558e+001°)
2.13796208950220e+006	(-7.05132061928539e+000dB,6.00277830348529e+001°)
2.18776162394952e+006	(-7.26826632216335e+000dB,5.96502790197952e+001°)
2.23872113856830e+006	(-7.48444808762333e+000dB,5.92593127464406e+001°)
2.29086765276773e+006	(-7.69988050980313e+000dB,5.88544674809364e+001°)
2.34422881531988e+006	(-7.91457816256215e+000dB,5.84353227311222e+001°)
2.39883291901945e+006	(-8.12855556165932e+000dB,5.80014537051657e+001°)
2.45470891568499e+006	(-8.34182713130502e+000dB,5.75524307331834e+001°)
2.51188643150954e+006	(-8.55440717528297e+000dB,5.70878186526956e+001°)
2.57039578276882e+006	(-8.76630985283447e+000dB,5.66071761585577e+001°)
2.63026799189534e+006	(-8.97754915950045e+000dB,5.61100551177863e+001°)
2.69153480392687e+006	(-9.18813891312506e+000dB,5.55959998494723e+001°)
2.75422870333812e+006	(-9.39809274523999e+000dB,5.50645463697414e+001°)
2.81838293126441e+006	(-9.60742409807048e+000dB,5.45152216014901e+001°)
2.88403150312656e+006	(-9.81614622743221e+000dB,5.39475425483913e+001°)
2.95120922666634e+006	(-1.00242722118251e+001dB,5.33610154324362e+001°)
3.01995172040196e+006	(-1.02318149680724e+001dB,5.27551347940567e+001°)
3.09029543251354e+006	(-1.04387872739061e+001dB,5.21293825536546e+001°)
3.16227766016832e+006	(-1.06452017979592e+001dB,5.14832270331690e+001°)
3.23593656929623e+006	(-1.08510711376957e+001dB,5.08161219361183e+001°)
3.31131121482585e+006	(-1.10564078658873e+001dB,5.01275052843940e+001°)
3.38844156139197e+006	(-1.12612245863382e+001dB,4.94167983099371e+001°)
3.46736850452526e+006	(-1.14655339996582e+001dB,4.86834042993202e+001°)
3.54813389233569e+006	(-1.16693489800023e+001dB,4.79267073891812e+001°)
3.63078054770095e+006	(-1.18726826638218e+001dB,4.71460713104332e+001°)
3.71535229097166e+006	(-1.20755485518156e+001dB,4.63408380792017e+001°)
3.80189396320555e+006	(-1.22779606254312e+001dB,4.55103266325413e+001°)
3.89045144994274e+006	(-1.24799334794448e+001dB,4.46538314071703e+001°)
3.98107170553490e+006	(-1.26814824723450e+001dB,4.37706208597474e+001°)
4.07380277804106e+006	(-1.28826238964664e+001dB,4.28599359276287e+001°)
4.16869383470328e+006	(-1.30833751700624e+001dB,4.19209884296103e+001°)
4.26579518801585e+006	(-1.32837550537701e+001dB,4.09529594069037e+001°)
4.36515832240158e+006	(-1.34837838942181e+001dB,3.99549974055685e+001°)
4.46683592150955e+006	(-1.36834838978429e+001dB,3.89262167028532e+001°)
4.57088189614867e+006	(-1.38828794383342e+001dB,3.78656954814564e+001°)
4.67735141287190e+006	(-1.40819974014997e+001dB,3.67724739576476e+001°)
4.78630092322630e+006	(-1.42808675717507e+001dB,3.56455524715831e+001°)
4.89778819368437e+006	(-1.44795230648372e+001dB,3.44838895510767e+001°)
5.01187233627263e+006	(-1.46780008119150e+001dB,3.32863999636560e+001°)
5.12861383991356e+006	(-1.48763421004991e+001dB,3.20519527760550e+001°)
5.24807460249763e+006	(-1.50745931783355e+001dB,3.07793694454986e+001°)
5.37031796370243e+006	(-1.52728059266997e+001dB,2.94674219733724e+001°)
5.49540873857615e+006	(-1.54710386100849e+001dB,2.81148311592978e+001°)
5.62341325190339e+006	(-1.56693567096530e+001dB,2.67202650024408e+001°)
5.75439937337146e+006	(-1.58678338481608e+001dB,2.52823373072622e+001°)
5.88843655355578e+006	(-1.60665528142878e+001dB,2.37996065630573e+001°)
6.02559586074347e+006	(-1.62656066943544e+001dB,2.22705751807743e+001°)
6.16595001861471e+006	(-1.64651001192318e+001dB,2.06936891868976e+001°)
6.30957344480182e+006	(-1.66651506337458e+001dB,1.90673384928298e+001°)
6.45654229034644e+006	(-1.68658901949628e+001dB,1.73898578793209e+001°)
6.60693448007584e+006	(-1.70674668042708e+001dB,1.56595288590797e+001°)
6.76082975391969e+006	(-1.72700462760053e+001dB,1.38745826067030e+001°)
6.91830970918924e+006	(-1.74738141423234e+001dB,1.20332041731310e+001°)
7.07945784384125e+006	(-1.76789776899015e+001dB,1.01335382314708e+001°)
7.24435960074977e+006	(-1.78857681185871e+001dB,8.17369663126678e+000°)
7.41310241300904e+006	(-1.80944428051337e+001dB,6.15176806777038e+000°)
7.58577575029170e+006	(-1.83052876463215e+001dB,4.06583019945779e+000°)
7.76247116628677e+006	(-1.85186194448863e+001dB,1.91396456823924e+000°)
7.94328234724267e+006	(-1.87347882885378e+001dB,-3.05725311127848e-001°)
8.12830516164084e+006	(-1.89541798568295e+001dB,-2.59509232758907e+000°)
8.31763771102655e+006	(-1.91772175727835e+001dB,-4.95592027257868e+000°)
8.51138038202361e+006	(-1.94043644962012e+001dB,-7.38989416458058e+000°)
8.70963589956064e+006	(-1.96361248340689e+001dB,-9.89856618401034e+000°)
8.91250938133729e+006	(-1.98730449213237e+001dB,-1.24833171257745e+001°)
9.12010839355893e+006	(-2.01157135039509e+001dB,-1.51453134492679e+001°)
9.33254300796974e+006	(-2.03647611379651e+001dB,-1.78854602340677e+001°)
9.54992586021418e+006	(-2.06208585049824e+001dB,-2.07043506377892e+001°)
9.77237220955792e+006	(-2.08847134410779e+001dB,-2.36022127995208e+001°)
9.99999999999981e+006	(-2.11570664842508e+001dB,-2.65788555297521e+001°)
1.02329299228073e+007	(-2.14386847709794e+001dB,-2.96336145587500e+001°)
1.04712854805088e+007	(-2.17303541576989e+001dB,-3.27653015515209e+001°)
1.07151930523759e+007	(-2.20328695112485e+001dB,-3.59721584985858e+001°)
1.09647819614316e+007	(-2.23470232042245e+001dB,-3.92518204067349e+001°)
1.12201845430194e+007	(-2.26735919649654e+001dB,-4.26012893833934e+001°)
1.14815362149686e+007	(-2.30133223622586e+001dB,-4.60169231720575e+001°)
1.17489755493951e+007	(-2.33669153426773e+001dB,-4.94944409014081e+001°)
1.20226443461739e+007	(-2.37350103708608e+001dB,-5.30289482234898e+001°)
1.23026877081236e+007	(-2.41181698344617e+001dB,-5.66149831334220e+001°)
1.25892541179414e+007	(-2.45168644494310e+001dB,-6.02465826206235e+001°)
1.28824955169311e+007	(-2.49314604229630e+001dB,-6.39173689795457e+001°)
1.31825673855638e+007	(-2.53622090904747e+001dB,-6.76206532255386e+001°)
1.34896288259163e+007	(-2.58092396362727e+001dB,-7.13495517646680e+001°)
1.38038426460286e+007	(-2.62725553405604e+001dB,-7.50971114069776e+001°)
1.41253754462273e+007	(-2.67520335825163e+001dB,-7.88564371235504e+001°)
1.44543977074590e+007	(-2.72474295917698e+001dB,-8.26208167191131e+001°)
1.47910838816818e+007	(-2.77583837041169e+001dB,-8.63838368541226e+001°)
1.51356124843618e+007	(-2.82844316669945e+001dB,-9.01394855684693e+001°)
1.54881661891245e+007	(-2.88250173771097e+001dB,-9.38822375390633e+001°)
1.58489319246108e+007	(-2.93795073304483e+001dB,-9.76071196106745e+001°)
1.62181009735890e+007	(-2.99472060285270e+001dB,-1.01309755521411e+002°)
1.65958690743753e+007	(-3.05273716104715e+001dB,-1.04986390056235e+002°)
1.69824365246171e+007	(-3.11192310575479e+001dB,-1.08633893987508e+002°)
1.73780082874934e+007	(-3.17219944301479e+001dB,-1.12249752023590e+002°)
1.77827941003889e+007	(-3.23348677304156e+001dB,-1.15832036551913e+002°)
1.81970085860995e+007	(-3.29570641212699e+001dB,-1.19379370237769e+002°)
1.86208713666283e+007	(-3.35878133619289e+001dB,-1.22890880559145e+002°)
1.90546071796321e+007	(-3.42263694322784e+001dB,-1.26366149176114e+002°)
1.94984459975801e+007	(-3.48720164085610e+001dB,-1.29805158710119e+002°)
1.99526231496884e+007	(-3.55240727192646e+001dB,-1.33208239103159e+002°)
2.04173794466949e+007	(-3.61818939537837e+001dB,-1.36576015290106e+002°)
2.08929613085400e+007	(-3.68448744201674e+001dB,-1.39909357487997e+002°)
2.13796208950219e+007	(-3.75124476557288e+001dB,-1.43209335011922e+002°)
2.18776162394951e+007	(-3.81840860894171e+001dB,-1.46477174184703e+002°)
2.23872113856830e+007	(-3.88593000413779e+001dB,-1.49714220623912e+002°)
2.29086765276773e+007	(-3.95376362263041e+001dB,-1.52921905965975e+002°)
2.34422881531988e+007	(-4.02186759056421e+001dB,-1.56101718919115e+002°)
2.39883291901944e+007	(-4.09020328114651e+001dB,-1.59255180417943e+002°)
2.45470891568498e+007	(-4.15873509432691e+001dB,-1.62383822574847e+002°)
2.51188643150953e+007	(-4.22743023190092e+001dB,-1.65489171079107e+002°)
2.57039578276881e+007	(-4.29625847438906e+001dB,-1.68572730675854e+002°)
2.63026799189533e+007	(-4.36519196449825e+001dB,-1.71635973357370e+002°)
2.69153480392686e+007	(-4.43420500066601e+001dB,-1.74680328913049e+002°)
2.75422870333811e+007	(-4.50327384310590e+001dB,-1.77707177506840e+002°)
2.81838293126440e+007	(-4.57237653389627e+001dB,1.79282156021117e+002°)
2.88403150312655e+007	(-4.64149273195827e+001dB,1.76286406401423e+002°)
2.95120922666633e+007	(-4.71060356322734e+001dB,1.73304370972662e+002°)
3.01995172040196e+007	(-4.77969148591118e+001dB,1.70334911720409e+002°)
3.09029543251353e+007	(-4.84874017042330e+001dB,1.67376956500602e+002°)
3.16227766016832e+007	(-4.91773439336313e+001dB,1.64429499603618e+002°)
3.23593656929622e+007	(-4.98665994476624e+001dB,1.61491601791087e+002°)
3.31131121482584e+007	(-5.05550354775229e+001dB,1.58562389916351e+002°)
3.38844156139196e+007	(-5.12425278964691e+001dB,1.55641056220351e+002°)
3.46736850452525e+007	(-5.19289606363088e+001dB,1.52726857378354e+002°)
3.54813389233568e+007	(-5.26142251997175e+001dB,1.49819113358817e+002°)
3.63078054770094e+007	(-5.32982202591145e+001dB,1.46917206143374e+002°)
3.71535229097165e+007	(-5.39808513331127e+001dB,1.44020578346991e+002°)
3.80189396320554e+007	(-5.46620305319435e+001dB,1.41128731768384e+002°)
3.89045144994273e+007	(-5.53416763636503e+001dB,1.38241225894052e+002°)
3.98107170553489e+007	(-5.60197135932945e+001dB,1.35357676373171e+002°)
4.07380277804104e+007	(-5.66960731478555e+001dB,1.32477753475997e+002°)
4.16869383470327e+007	(-5.73706920599374e+001dB,1.29601180544810e+002°)
4.26579518801584e+007	(-5.80435134438390e+001dB,1.26727732443204e+002°)
4.36515832240157e+007	(-5.87144864979417e+001dB,1.23857234007633e+002°)
4.46683592150954e+007	(-5.93835665277716e+001dB,1.20989558503340e+002°)
4.57088189614866e+007	(-6.00507149844728e+001dB,1.18124626085596e+002°)
4.67735141287189e+007	(-6.07158995137787e+001dB,1.15262402266713e+002°)
4.78630092322629e+007	(-6.13790940109254e+001dB,1.12402896388594e+002°)
4.89778819368436e+007	(-6.20402786772721e+001dB,1.09546160100655e+002°)
5.01187233627262e+007	(-6.26994400747127e+001dB,1.06692285843000e+002°)
5.12861383991354e+007	(-6.33565711742739e+001dB,1.03841405334883e+002°)
5.24807460249762e+007	(-6.40116713955933e+001dB,1.00993688068847e+002°)
5.37031796370242e+007	(-6.46647466342584e+001dB,9.81493398113914e+001°)
5.49540873857613e+007	(-6.53158092742876e+001dB,9.53086011112670e+001°)
5.62341325190337e+007	(-6.59648781833075e+001dB,9.24717458170555e+001°)
5.75439937337145e+007	(-6.66119786882679e+001dB,8.96390796059890e+001°)
5.88843655355577e+007	(-6.72571425298229e+001dB,8.68109385262175e+001°)
6.02559586074345e+007	(-6.79004077937702e+001dB,8.39876875551374e+001°)
6.16595001861469e+007	(-6.85418188182369e+001dB,8.11697191763418e+001°)
6.30957344480180e+007	(-6.91814260755607e+001dB,7.83574519779656e+001°)
6.45654229034642e+007	(-6.98192860280964e+001dB,7.55513292751135e+001°)
6.60693448007582e+007	(-7.04554609574547e+001dB,7.27518177587706e+001°)
6.76082975391968e+007	(-7.10900187669271e+001dB,6.99594061736364e+001°)
6.91830970918922e+007	(-7.17230327571428e+001dB,6.71746040265896e+001°)
7.07945784384123e+007	(-7.23545813752322e+001dB,6.43979403273751e+001°)
7.24435960074975e+007	(-7.29847479380364e+001dB,6.16299623624257e+001°)
7.41310241300902e+007	(-7.36136203301450e+001dB,5.88712345020658e+001°)
7.58577575029168e+007	(-7.42412906777729e+001dB,5.61223370408113e+001°)
7.76247116628675e+007	(-7.48678549996876e+001dB,5.33838650699521e+001°)
7.94328234724265e+007	(-7.54934128366570e+001dB,5.06564273804028e+001°)
8.12830516164082e+007	(-7.61180668610328e+001dB,4.79406453936520e+001°)
8.31763771102654e+007	(-7.67419224682916e+001dB,4.52371521176853e+001°)
8.51138038202359e+007	(-7.73650873525208e+001dB,4.25465911241573e+001°)
8.70963589956062e+007	(-7.79876710679829e+001dB,3.98696155425109e+001°)
8.91250938133727e+007	(-7.86097845790311e+001dB,3.72068870662320e+001°)
9.12010839355890e+007	(-7.92315398007505e+001dB,3.45590749661055e+001°)
9.33254300796971e+007	(-7.98530491328210e+001dB,3.19268551048293e+001°)
9.54992586021416e+007	(-8.04744249891484e+001dB,2.93109089473837e+001°)
9.77237220955790e+007	(-8.10957793258969e+001dB,2.67119225612451e+001°)
1.00000000000000e+008	(-8.17172231705625e+001dB,2.41305856008803e+001°)
