Freq.	V(vo)/V(Vi)
7.24435960074984e+002	(-3.22935917819413e-001dB,-1.67915764123188e+002°)
7.41310241300911e+002	(-3.08798666632610e-001dB,-1.68177194485976e+002°)
7.58577575029177e+002	(-2.95262768502185e-001dB,-1.68433653842303e+002°)
7.76247116628685e+002	(-2.82304053589964e-001dB,-1.68685197333618e+002°)
7.94328234724275e+002	(-2.69899206805837e-001dB,-1.68931882303202e+002°)
8.12830516164092e+002	(-2.58025747252072e-001dB,-1.69173768063822e+002°)
8.31763771102664e+002	(-2.46662007319176e-001dB,-1.69410915678418e+002°)
8.51138038202369e+002	(-2.35787111527008e-001dB,-1.69643387753420e+002°)
8.70963589956073e+002	(-2.25380955197221e-001dB,-1.69871248244229e+002°)
8.91250938133738e+002	(-2.15424183036321e-001dB,-1.70094562272460e+002°)
9.12010839355902e+002	(-2.05898167701263e-001dB,-1.70313395954464e+002°)
9.33254300796983e+002	(-1.96784988413461e-001dB,-1.70527816240703e+002°)
9.54992586021428e+002	(-1.88067409680281e-001dB,-1.70737890765511e+002°)
9.77237220955802e+002	(-1.79728860177486e-001dB,-1.70943687706798e+002°)
9.99999999999991e+002	(-1.71753411840413e-001dB,-1.71145275655244e+002°)
1.02329299228075e+003	(-1.64125759206259e-001dB,-1.71342723492557e+002°)
1.04712854805089e+003	(-1.56831199045247e-001dB,-1.71536100278347e+002°)
1.07151930523760e+003	(-1.49855610313149e-001dB,-1.71725475145200e+002°)
1.09647819614318e+003	(-1.43185434454172e-001dB,-1.71910917201538e+002°)
1.12201845430195e+003	(-1.36807656078633e-001dB,-1.72092495441866e+002°)
1.14815362149687e+003	(-1.30709784036161e-001dB,-1.72270278664010e+002°)
1.17489755493952e+003	(-1.24879832902252e-001dB,-1.72444335392966e+002°)
1.20226443461740e+003	(-1.19306304892166e-001dB,-1.72614733811005e+002°)
1.23026877081237e+003	(-1.13978172213843e-001dB,-1.72781541693675e+002°)
1.25892541179416e+003	(-1.08884859868656e-001dB,-1.72944826351355e+002°)
1.28824955169312e+003	(-1.04016228906364e-001dB,-1.73104654576057e+002°)
1.31825673855640e+003	(-9.93625601385864e-002dB,-1.73261092593135e+002°)
1.34896288259164e+003	(-9.49145383132561e-002dB,-1.73414206017631e+002°)
