Freq.	V(Vo,Vi)
4.67735141287193e+003	(6.02054711209179e+000dB,1.79921055771493e+002°)
4.78630092322633e+003	(6.02054636816139e+000dB,1.79919216923656e+002°)
4.89778819368441e+003	(6.02054558916945e+000dB,1.79917335244053e+002°)
5.01187233627267e+003	(6.02054477346364e+000dB,1.79915409735030e+002°)
5.12861383991359e+003	(6.02054391931373e+000dB,1.79913439375692e+002°)
5.24807460249767e+003	(6.02054302490798e+000dB,1.79911423121370e+002°)
5.37031796370247e+003	(6.02054208834924e+000dB,1.79909359903063e+002°)
5.49540873857618e+003	(6.02054110765097e+000dB,1.79907248626871e+002°)
5.62341325190343e+003	(6.02054008073298e+000dB,1.79905088173417e+002°)
5.75439937337150e+003	(6.02053900541705e+000dB,1.79902877397253e+002°)
5.88843655355582e+003	(6.02053787942233e+000dB,1.79900615126254e+002°)
6.02559586074351e+003	(6.02053670036043e+000dB,1.79898300160995e+002°)
6.16595001861475e+003	(6.02053546573044e+000dB,1.79895931274115e+002°)
6.30957344480186e+003	(6.02053417291355e+000dB,1.79893507209671e+002°)
6.45654229034648e+003	(6.02053281916756e+000dB,1.79891026682465e+002°)
6.60693448007588e+003	(6.02053140162102e+000dB,1.79888488377371e+002°)
6.76082975391974e+003	(6.02052991726715e+000dB,1.79885890948631e+002°)
6.91830970918928e+003	(6.02052836295747e+000dB,1.79883233019147e+002°)
7.07945784384129e+003	(6.02052673539513e+000dB,1.79880513179748e+002°)
7.24435960074981e+003	(6.02052503112788e+000dB,1.79877729988446e+002°)
7.41310241300908e+003	(6.02052324654077e+000dB,1.79874881969671e+002°)
7.58577575029174e+003	(6.02052137784853e+000dB,1.79871967613485e+002°)
7.76247116628682e+003	(6.02051942108746e+000dB,1.79868985374791e+002°)
7.94328234724272e+003	(6.02051737210704e+000dB,1.79865933672505e+002°)
8.12830516164089e+003	(6.02051522656120e+000dB,1.79862810888724e+002°)
8.31763771102661e+003	(6.02051297989901e+000dB,1.79859615367868e+002°)
8.51138038202366e+003	(6.02051062735507e+000dB,1.79856345415801e+002°)
8.70963589956070e+003	(6.02050816393942e+000dB,1.79852999298937e+002°)
8.91250938133734e+003	(6.02050558442689e+000dB,1.79849575243316e+002°)
9.12010839355898e+003	(6.02050288334610e+000dB,1.79846071433673e+002°)
9.33254300796979e+003	(6.02050005496782e+000dB,1.79842486012467e+002°)
9.54992586021424e+003	(6.02049709329278e+000dB,1.79838817078903e+002°)
9.77237220955798e+003	(6.02049399203903e+000dB,1.79835062687926e+002°)
9.99999999999987e+003	(6.02049074462851e+000dB,1.79831220849187e+002°)
1.02329299228074e+004	(6.02048734417321e+000dB,1.79827289525990e+002°)
1.04712854805089e+004	(6.02048378346048e+000dB,1.79823266634218e+002°)
1.07151930523759e+004	(6.02048005493775e+000dB,1.79819150041223e+002°)
1.09647819614317e+004	(6.02047615069655e+000dB,1.79814937564701e+002°)
1.12201845430195e+004	(6.02047206245568e+000dB,1.79810626971536e+002°)
1.14815362149687e+004	(6.02046778154370e+000dB,1.79806215976617e+002°)
1.17489755493951e+004	(6.02046329888049e+000dB,1.79801702241629e+002°)
1.20226443461740e+004	(6.02045860495802e+000dB,1.79797083373816e+002°)
1.23026877081237e+004	(6.02045368982021e+000dB,1.79792356924711e+002°)
1.25892541179415e+004	(6.02044854304173e+000dB,1.79787520388848e+002°)
1.28824955169312e+004	(6.02044315370599e+000dB,1.79782571202426e+002°)
1.31825673855639e+004	(6.02043751038193e+000dB,1.79777506741963e+002°)
1.34896288259164e+004	(6.02043160109977e+000dB,1.79772324322899e+002°)
1.38038426460287e+004	(6.02042541332568e+000dB,1.79767021198181e+002°)
1.41253754462274e+004	(6.02041893393514e+000dB,1.79761594556811e+002°)
1.44543977074591e+004	(6.02041214918512e+000dB,1.79756041522353e+002°)
1.47910838816819e+004	(6.02040504468496e+000dB,1.79750359151419e+002°)
1.51356124843619e+004	(6.02039760536583e+000dB,1.79744544432110e+002°)
1.54881661891246e+004	(6.02038981544877e+000dB,1.79738594282421e+002°)
1.58489319246109e+004	(6.02038165841125e+000dB,1.79732505548616e+002°)
1.62181009735891e+004	(6.02037311695210e+000dB,1.79726275003560e+002°)
1.65958690743754e+004	(6.02036417295486e+000dB,1.79719899345010e+002°)
1.69824365246172e+004	(6.02035480744932e+000dB,1.79713375193876e+002°)
1.73780082874935e+004	(6.02034500057131e+000dB,1.79706699092432e+002°)
1.77827941003890e+004	(6.02033473152059e+000dB,1.79699867502492e+002°)
1.81970085860996e+004	(6.02032397851675e+000dB,1.79692876803537e+002°)
1.86208713666284e+004	(6.02031271875295e+000dB,1.79685723290811e+002°)
1.90546071796322e+004	(6.02030092834766e+000dB,1.79678403173358e+002°)
1.94984459975802e+004	(6.02028858229396e+000dB,1.79670912572024e+002°)
1.99526231496885e+004	(6.02027565440652e+000dB,1.79663247517412e+002°)
2.04173794466950e+004	(6.02026211726610e+000dB,1.79655403947785e+002°)
2.08929613085401e+004	(6.02024794216140e+000dB,1.79647377706925e+002°)
2.13796208950220e+004	(6.02023309902814e+000dB,1.79639164541943e+002°)
2.18776162394952e+004	(6.02021755638543e+000dB,1.79630760101032e+002°)
2.23872113856831e+004	(6.02020128126887e+000dB,1.79622159931180e+002°)
2.29086765276774e+004	(6.02018423916079e+000dB,1.79613359475821e+002°)
2.34422881531989e+004	(6.02016639391701e+000dB,1.79604354072434e+002°)
2.39883291901946e+004	(6.02014770769020e+000dB,1.79595138950089e+002°)
2.45470891568500e+004	(6.02012814084966e+000dB,1.79585709226936e+002°)
2.51188643150954e+004	(6.02010765189731e+000dB,1.79576059907638e+002°)
2.57039578276883e+004	(6.02008619737972e+000dB,1.79566185880738e+002°)
2.63026799189534e+004	(6.02006373179596e+000dB,1.79556081915979e+002°)
2.69153480392688e+004	(6.02004020750115e+000dB,1.79545742661549e+002°)
2.75422870333813e+004	(6.02001557460554e+000dB,1.79535162641273e+002°)
2.81838293126441e+004	(6.01998978086864e+000dB,1.79524336251734e+002°)
2.88403150312656e+004	(6.01996277158858e+000dB,1.79513257759336e+002°)
2.95120922666634e+004	(6.01993448948613e+000dB,1.79501921297292e+002°)
3.01995172040197e+004	(6.01990487458330e+000dB,1.79490320862551e+002°)
3.09029543251354e+004	(6.01987386407620e+000dB,1.79478450312650e+002°)
3.16227766016833e+004	(6.01984139220201e+000dB,1.79466303362494e+002°)
3.23593656929623e+004	(6.01980739009950e+000dB,1.79453873581071e+002°)
3.31131121482586e+004	(6.01977178566323e+000dB,1.79441154388086e+002°)
3.38844156139197e+004	(6.01973450339064e+000dB,1.79428139050514e+002°)
3.46736850452526e+004	(6.01969546422212e+000dB,1.79414820679093e+002°)
3.54813389233570e+004	(6.01965458537350e+000dB,1.79401192224717e+002°)
3.63078054770096e+004	(6.01961178016061e+000dB,1.79387246474762e+002°)
3.71535229097167e+004	(6.01956695781567e+000dB,1.79372976049328e+002°)
3.80189396320555e+004	(6.01952002329497e+000dB,1.79358373397389e+002°)
3.89045144994275e+004	(6.01947087707752e+000dB,1.79343430792866e+002°)
3.98107170553491e+004	(6.01941941495427e+000dB,1.79328140330610e+002°)
4.07380277804107e+004	(6.01936552780736e+000dB,1.79312493922290e+002°)
4.16869383470329e+004	(6.01930910137898e+000dB,1.79296483292200e+002°)
4.26579518801586e+004	(6.01925001602943e+000dB,1.79280099972965e+002°)
4.36515832240159e+004	(6.01918814648377e+000dB,1.79263335301153e+002°)
4.46683592150956e+004	(6.01912336156648e+000dB,1.79246180412797e+002°)
4.57088189614868e+004	(6.01905552392378e+000dB,1.79228626238809e+002°)
4.67735141287191e+004	(6.01898448973277e+000dB,1.79210663500303e+002°)
4.78630092322631e+004	(6.01891010839700e+000dB,1.79192282703808e+002°)
4.89778819368439e+004	(6.01883222222766e+000dB,1.79173474136384e+002°)
5.01187233627264e+004	(6.01875066610982e+000dB,1.79154227860624e+002°)
5.12861383991357e+004	(6.01866526715297e+000dB,1.79134533709557e+002°)
5.24807460249764e+004	(6.01857584432518e+000dB,1.79114381281436e+002°)
5.37031796370244e+004	(6.01848220807004e+000dB,1.79093759934412e+002°)
5.49540873857616e+004	(6.01838415990559e+000dB,1.79072658781104e+002°)
5.62341325190340e+004	(6.01828149200442e+000dB,1.79051066683042e+002°)
5.75439937337148e+004	(6.01817398675419e+000dB,1.79028972245000e+002°)
5.88843655355580e+004	(6.01806141629729e+000dB,1.79006363809208e+002°)
6.02559586074348e+004	(6.01794354204907e+000dB,1.78983229449444e+002°)
6.16595001861472e+004	(6.01782011419336e+000dB,1.78959556964999e+002°)
6.30957344480183e+004	(6.01769087115441e+000dB,1.78935333874521e+002°)
6.45654229034645e+004	(6.01755553904403e+000dB,1.78910547409736e+002°)
6.60693448007586e+004	(6.01741383108271e+000dB,1.78885184509027e+002°)
6.76082975391971e+004	(6.01726544699374e+000dB,1.78859231810904e+002°)
6.91830970918925e+004	(6.01711007236888e+000dB,1.78832675647322e+002°)
7.07945784384127e+004	(6.01694737800427e+000dB,1.78805502036879e+002°)
7.24435960074979e+004	(6.01677701920526e+000dB,1.78777696677872e+002°)
7.41310241300906e+004	(6.01659863505869e+000dB,1.78749244941226e+002°)
7.58577575029172e+004	(6.01641184767105e+000dB,1.78720131863273e+002°)
7.76247116628679e+004	(6.01621626137107e+000dB,1.78690342138402e+002°)
7.94328234724269e+004	(6.01601146187493e+000dB,1.78659860111567e+002°)
8.12830516164086e+004	(6.01579701541238e+000dB,1.78628669770650e+002°)
8.31763771102658e+004	(6.01557246781217e+000dB,1.78596754738691e+002°)
8.51138038202363e+004	(6.01533734354449e+000dB,1.78564098265963e+002°)
8.70963589956067e+004	(6.01509114471898e+000dB,1.78530683221919e+002°)
8.91250938133731e+004	(6.01483335003553e+000dB,1.78496492086981e+002°)
9.12010839355895e+004	(6.01456341368658e+000dB,1.78461506944197e+002°)
9.33254300796976e+004	(6.01428076420784e+000dB,1.78425709470746e+002°)
9.54992586021420e+004	(6.01398480327553e+000dB,1.78389080929309e+002°)
9.77237220955795e+004	(6.01367490444753e+000dB,1.78351602159286e+002°)
9.99999999999984e+004	(6.01335041184605e+000dB,1.78313253567882e+002°)
1.02329299228074e+005	(6.01301063877862e+000dB,1.78274015121044e+002°)
1.04712854805088e+005	(6.01265486629523e+000dB,1.78233866334265e+002°)
1.07151930523759e+005	(6.01228234167814e+000dB,1.78192786263248e+002°)
1.09647819614317e+005	(6.01189227686174e+000dB,1.78150753494433e+002°)
1.12201845430195e+005	(6.01148384677864e+000dB,1.78107746135398e+002°)
1.14815362149686e+005	(6.01105618762939e+000dB,1.78063741805123e+002°)
1.17489755493951e+005	(6.01060839507164e+000dB,1.78018717624136e+002°)
1.20226443461739e+005	(6.01013952232567e+000dB,1.77972650204533e+002°)
1.23026877081236e+005	(6.00964857819175e+000dB,1.77925515639884e+002°)
1.25892541179415e+005	(6.00913452497631e+000dB,1.77877289495029e+002°)
1.28824955169311e+005	(6.00859627632175e+000dB,1.77827946795769e+002°)
1.31825673855639e+005	(6.00803269493633e+000dB,1.77777462018458e+002°)
1.34896288259163e+005	(6.00744259021914e+000dB,1.77725809079513e+002°)
1.38038426460286e+005	(6.00682471577590e+000dB,1.77672961324830e+002°)
1.41253754462273e+005	(6.00617776681957e+000dB,1.77618891519144e+002°)
1.44543977074590e+005	(6.00550037745267e+000dB,1.77563571835322e+002°)
1.47910838816818e+005	(6.00479111782370e+000dB,1.77506973843603e+002°)
1.51356124843618e+005	(6.00404849115340e+000dB,1.77449068500819e+002°)
1.54881661891246e+005	(6.00327093062504e+000dB,1.77389826139577e+002°)
1.58489319246109e+005	(6.00245679613220e+000dB,1.77329216457448e+002°)
1.62181009735890e+005	(6.00160437087770e+000dB,1.77267208506168e+002°)
1.65958690743753e+005	(6.00071185781803e+000dB,1.77203770680869e+002°)
1.69824365246172e+005	(5.99977737594512e+000dB,1.77138870709363e+002°)
1.73780082874935e+005	(5.99879895639952e+000dB,1.77072475641503e+002°)
1.77827941003889e+005	(5.99777453840715e+000dB,1.77004551838643e+002°)
1.81970085860995e+005	(5.99670196503133e+000dB,1.76935064963226e+002°)
1.86208713666284e+005	(5.99557897873412e+000dB,1.76863979968531e+002°)
1.90546071796322e+005	(5.99440321673559e+000dB,1.76791261088603e+002°)
1.94984459975801e+005	(5.99317220616568e+000dB,1.76716871828414e+002°)
1.99526231496885e+005	(5.99188335899742e+000dB,1.76640774954275e+002°)
2.04173794466949e+005	(5.99053396675331e+000dB,1.76562932484558e+002°)
2.08929613085400e+005	(5.98912119497561e+000dB,1.76483305680755e+002°)
2.13796208950220e+005	(5.98764207744895e+000dB,1.76401855038938e+002°)
2.18776162394952e+005	(5.98609351016725e+000dB,1.76318540281656e+002°)
2.23872113856830e+005	(5.98447224503337e+000dB,1.76233320350333e+002°)
2.29086765276773e+005	(5.98277488327878e+000dB,1.76146153398225e+002°)
2.34422881531988e+005	(5.98099786859557e+000dB,1.76056996784006e+002°)
2.39883291901945e+005	(5.97913747996612e+000dB,1.75965807066035e+002°)
2.45470891568499e+005	(5.97718982417917e+000dB,1.75872539997405e+002°)
2.51188643150954e+005	(5.97515082802028e+000dB,1.75777150521835e+002°)
2.57039578276882e+005	(5.97301623012385e+000dB,1.75679592770498e+002°)
2.63026799189534e+005	(5.97078157247340e+000dB,1.75579820059875e+002°)
2.69153480392687e+005	(5.96844219153621e+000dB,1.75477784890756e+002°)
2.75422870333812e+005	(5.96599320901931e+000dB,1.75373438948456e+002°)
2.81838293126440e+005	(5.96342952223233e+000dB,1.75266733104411e+002°)
2.88403150312656e+005	(5.96074579404210e+000dB,1.75157617419235e+002°)
2.95120922666633e+005	(5.95793644240633e+000dB,1.75046041147405e+002°)
3.01995172040196e+005	(5.95499562946842e+000dB,1.74931952743700e+002°)
3.09029543251354e+005	(5.95191725020019e+000dB,1.74815299871551e+002°)
3.16227766016832e+005	(5.94869492057756e+000dB,1.74696029413478e+002°)
3.23593656929623e+005	(5.94532196527006e+000dB,1.74574087483780e+002°)
3.31131121482585e+005	(5.94179140483476e+000dB,1.74449419443671e+002°)
3.38844156139197e+005	(5.93809594239148e+000dB,1.74321969919070e+002°)
3.46736850452526e+005	(5.93422794976844e+000dB,1.74191682821265e+002°)
3.54813389233569e+005	(5.93017945310257e+000dB,1.74058501370672e+002°)
3.63078054770095e+005	(5.92594211787481e+000dB,1.73922368123957e+002°)
3.71535229097166e+005	(5.92150723337066e+000dB,1.73783225004774e+002°)
3.80189396320555e+005	(5.91686569654454e+000dB,1.73641013338410e+002°)
3.89045144994274e+005	(5.91200799528244e+000dB,1.73495673890644e+002°)
3.98107170553490e+005	(5.90692419103561e+000dB,1.73347146911148e+002°)
4.07380277804106e+005	(5.90160390082834e+000dB,1.73195372181757e+002°)
4.16869383470328e+005	(5.89603627861163e+000dB,1.73040289070023e+002°)
4.26579518801585e+005	(5.89020999596380e+000dB,1.72881836588393e+002°)
4.36515832240158e+005	(5.88411322212069e+000dB,1.72719953459477e+002°)
4.46683592150955e+005	(5.87773360332922e+000dB,1.72554578187839e+002°)
4.57088189614867e+005	(5.87105824151754e+000dB,1.72385649138780e+002°)
4.67735141287190e+005	(5.86407367227870e+000dB,1.72213104624636e+002°)
4.78630092322630e+005	(5.85676584216252e+000dB,1.72036882999120e+002°)
4.89778819368438e+005	(5.84912008527999e+000dB,1.71856922760286e+002°)
5.01187233627263e+005	(5.84112109921554e+000dB,1.71673162662737e+002°)
5.12861383991356e+005	(5.83275292026667e+000dB,1.71485541839696e+002°)
5.24807460249763e+005	(5.82399889801158e+000dB,1.71293999935643e+002°)
5.37031796370243e+005	(5.81484166922562e+000dB,1.71098477250250e+002°)
5.49540873857615e+005	(5.80526313116190e+000dB,1.70898914894363e+002°)
5.62341325190339e+005	(5.79524441423134e+000dB,1.70695254958856e+002°)
5.75439937337147e+005	(5.78476585410678e+000dB,1.70487440697203e+002°)
5.88843655355579e+005	(5.77380696329447e+000dB,1.70275416722683e+002°)
6.02559586074347e+005	(5.76234640221556e+000dB,1.70059129221173e+002°)
6.16595001861471e+005	(5.75036194986953e+000dB,1.69838526180494e+002°)
6.30957344480182e+005	(5.73783047412542e+000dB,1.69613557637421e+002°)
6.45654229034644e+005	(5.72472790173211e+000dB,1.69384175943414e+002°)
6.60693448007584e+005	(5.71102918813640e+000dB,1.69150336050238e+002°)
6.76082975391970e+005	(5.69670828720414e+000dB,1.68911995816697e+002°)
6.91830970918924e+005	(5.68173812097655e+000dB,1.68669116337703e+002°)
7.07945784384125e+005	(5.66609054957321e+000dB,1.68421662297060e+002°)
7.24435960074977e+005	(5.64973634142007e+000dB,1.68169602345240e+002°)
7.41310241300904e+005	(5.63264514395968e+000dB,1.67912909503622e+002°)
7.58577575029170e+005	(5.61478545502795e+000dB,1.67651561596658e+002°)
7.76247116628678e+005	(5.59612459514193e+000dB,1.67385541713399e+002°)
7.94328234724267e+005	(5.57662868091172e+000dB,1.67114838699998e+002°)
8.12830516164085e+005	(5.55626259986667e+000dB,1.66839447684708e+002°)
8.31763771102656e+005	(5.53498998698426e+000dB,1.66559370637002e+002°)
8.51138038202361e+005	(5.51277320327020e+000dB,1.66274616962391e+002°)
8.70963589956065e+005	(5.48957331674294e+000dB,1.65985204134608e+002°)
8.91250938133729e+005	(5.46535008625214e+000dB,1.65691158366694e+002°)
9.12010839355893e+005	(5.44006194855127e+000dB,1.65392515322720e+002°)
9.33254300796974e+005	(5.41366600916890e+000dB,1.65089320871459e+002°)
9.54992586021419e+005	(5.38611803756867e+000dB,1.64781631883779e+002°)
9.77237220955793e+005	(5.35737246724158e+000dB,1.64469517074935e+002°)
1.00000000000000e+006	(5.32738240134616e+000dB,1.64153057893250e+002°)
